cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0001503802,28,-33256000.00,30015000.00,35066000.00,-1.107979,331.0,,,-38984000.00,-22728000.00,164418000.00,127711000.00,108416000.00,131417000.00
0001504776,38,2471000.00,223782000.00,242447000.00,0.011042,1189.0,125980000.00,131041000.00,29358000.00,24511000.00,676490000.00,682755000.00,720919000.00,736409000.00
0001505155,73,-1052000.00,63655000.00,48690000.00,-0.016527,1384.0,45607000.00,36756000.00,8305000.00,5603000.00,529522000.00,456972000.00,413177000.00,402660000.00
0001505497,80,-4807534.00,25000.00,23170.00,-192.301360,2773.0,22091.00,15785.00,-2778786.00,-3807792.00,12279799.00,10326821.00,4079635.00,4640279.00
0001505952,73,-14346000.00,80111000.00,79403000.00,-0.179077,1485.0,59443000.00,58543000.00,3951000.00,5170000.00,214340000.00,189680000.00,235533000.00,196573000.00
0001506293,73,-35477000.00,854988000.00,1007514000.00,-0.041494,1411.0,,,363706000.00,328023000.00,5342660000.00,5282696000.00,5492132000.00,4645279000.00
0001506307,49,1145000000.00,4241000000.00,4828000000.00,0.269983,1899.0,,,1162000000.00,1491000000.00,71407000000.00,72318000000.00,72748000000.00,73072000000.00
0001506492,38,-3060000.00,1904000.00,2403000.00,-1.607143,1606.0,1067000.00,1684000.00,-2536000.00,-3112000.00,9864000.00,7006000.00,6118000.00,6961000.00
0001506929,10,-1216270.00,697.00,460005.00,-1745.007174,2790.0,542.00,163912.00,,,39745600.00,39405040.00,39310019.00,38939962.00
0001507079,52,64229000.00,1160740000.00,1152278000.00,0.055335,2421.0,508168000.00,507451000.00,71164000.00,109248000.00,5050478000.00,5368264000.00,5469358000.00,5576303000.00
0001507605,61,-541063000.00,213884000.00,174614000.00,-2.529703,123.0,,,-215488000.00,-247489000.00,6801317000.00,6444446000.00,7286899000.00,4949269000.00
0001510295,29,687000000.00,31517000000.00,34200000000.00,0.021798,2437.0,,,-64000000.00,1121000000.00,78858000000.00,81633000000.00,83955000000.00,88187000000.00
0001510964,28,11000.00,3606000.00,3195000.00,0.003050,249.0,1658000.00,1562000.00,-81000.00,101000.00,7927000.00,7761000.00,6962000.00,6722000.00
0001511737,36,226861000.00,664170000.00,788199000.00,0.341571,523.0,295874000.00,370711000.00,,,1183718000.00,1298268000.00,1608185000.00,1715477000.00
0001511820,51,-1204905.00,868046.00,462957.00,-1.388066,2656.0,720264.00,353653.00,-710507.00,-425883.00,3782245.00,3754250.00,3149614.00,3253268.00
0001512673,73,329302000.00,5771796000.00,6056847000.00,0.057054,1295.0,2289603000.00,2909239000.00,133336000.00,965595000.00,36777595000.00,36395567000.00,39549887000.00,39986081000.00
0001514183,28,-1094121.00,18026.00,18026.00,-60.696827,699.0,16566.00,-2662.00,-1640300.00,-822623.00,7411840.00,5899969.00,7605100.00,7018132.00
0001514416,73,-4687000.00,174241000.00,208784000.00,-0.026900,1395.0,71512000.00,77914000.00,-3083000.00,8768000.00,989166000.00,964374000.00,1052627000.00,984196000.00
0001514443,73,-1356159.00,7173557.00,3431890.00,-0.189050,1490.0,601379.00,,-1787620.00,-610055.00,9815194.00,9359235.00,8240479.00,7872861.00
0001514705,33,30200000.00,436000000.00,455100000.00,0.069266,2502.0,,,25800000.00,72700000.00,1668200000.00,1668400000.00,1789900000.00,1734500000.00
0001514991,48,64197000.00,555233000.00,542127000.00,0.115622,21.0,,,108805000.00,67467000.00,4362221000.00,4331826000.00,3936881000.00,3873690000.00
0001515139,73,-5191.00,41667.00,83333.00,-0.124583,1465.0,41667.00,53333.00,339619.00,-373042.00,35682.00,409306.00,1025791.00,998123.00
0001515673,28,-143000000.00,139000000.00,136000000.00,-1.028777,327.0,,,-166000000.00,-197000000.00,1503000000.00,1311927000.00,1532000000.00,1296000000.00
0001517022,28,13514000.00,57336000.00,53544000.00,0.235698,172.0,,,-13587000.00,-21207000.00,220670000.00,310185000.00,376565000.00,362520000.00
0001517175,51,22735000.00,950748000.00,1059010000.00,0.023913,2273.0,225995000.00,257368000.00,49566000.00,38258000.00,1858691000.00,1838576000.00,2028007000.00,1989767000.00
0001517228,36,-16300000.00,388100000.00,471800000.00,-0.041999,603.0,197600000.00,233700000.00,-186900000.00,-226600000.00,8747500000.00,7507400000.00,9371000000.00,5443000000.00
0001517302,62,86535000.00,277147000.00,303012000.00,0.312235,2053.0,,,157874000.00,181757000.00,1618756000.00,1370310000.00,1577292000.00,1441195000.00
0001517375,73,-11202000.00,109289000.00,121497000.00,-0.102499,1456.0,84451000.00,93506000.00,18104000.00,25216000.00,428341000.00,424657000.00,523062000.00,508598000.00
0001518461,36,-1890018.00,3599099.00,5349446.00,-0.525136,646.0,1187870.00,2566866.00,-2008947.00,-3140825.00,43220482.00,42063035.00,51479179.00,59743739.00
0001519061,28,-29000000.00,784800000.00,724700000.00,-0.036952,262.0,63800000.00,61700000.00,-110200000.00,-232900000.00,2644100000.00,2655000000.00,2280200000.00,2309300000.00
0001519472,17,-1155504.00,6927469.00,14830617.00,-0.166800,2558.0,1419071.00,3046568.00,-601134.00,-4187144.00,38629891.00,38591425.00,91287054.00,106193906.00
0001519751,24,97000000.00,1033100000.00,1011300000.00,0.093892,2495.0,,,-83400000.00,-119200000.00,6561800000.00,6584800000.00,6520600000.00,6545800000.00
0001520006,13,389151000.00,1013958000.00,671637000.00,0.383794,1746.0,,,727879000.00,470546000.00,10850109000.00,11082041000.00,11710569000.00,12174489000.00
0001520118,61,-814192.00,281318.00,618676.00,-2.894205,124.0,,,,,2815774.00,1892220.00,460888.00,321787.00
0001520262,28,13792000.00,306510000.00,392911000.00,0.044997,235.0,,,98811000.00,-165743000.00,2055567000.00,2081977000.00,2486993000.00,4258076000.00
0001520358,20,1578000.00,35255000.00,52766000.00,0.044760,2031.0,9184000.00,12427000.00,6005000.00,5010000.00,47062000.00,52725000.00,85698000.00,87529000.00
0001521036,28,102067000.00,372764000.00,377333000.00,0.273811,164.0,237700000.00,230922000.00,107563000.00,125127000.00,1980340000.00,2055224000.00,2227399000.00,2346587000.00
0001521332,37,448000000.00,4825000000.00,5086000000.00,0.092850,1640.0,,,273000000.00,-143000000.00,23458000000.00,23102000000.00,23413000000.00,25203000000.00
0001522540,73,-18538000.00,139073000.00,165798000.00,-0.133297,1469.0,98679000.00,117592000.00,9987000.00,-3367000.00,1463204000.00,1349627000.00,1525033000.00,1476713000.00
0001522727,49,69391000.00,245234000.00,331275000.00,0.282958,1894.0,,,54651000.00,86103000.00,2745601000.00,2713120000.00,2619931000.00,3734442000.00
0001522767,28,-910000.00,37906000.00,39481000.00,-0.024007,257.0,15089000.00,15276000.00,1293000.00,949000.00,206989000.00,208000000.00,202565000.00,201185000.00
0001524025,56,-22689000.00,107611000.00,124718000.00,-0.210843,2585.0,21285000.00,36072000.00,-8119000.00,-3879000.00,342463000.00,334151000.00,310760000.00,317125000.00
0001524472,35,231000000.00,2069000000.00,2125000000.00,0.111648,805.0,768000000.00,803000000.00,33000000.00,108000000.00,16493000000.00,16559000000.00,17634000000.00,16954000000.00
0001525221,45,33548000.00,350530000.00,388705000.00,0.095707,2027.0,,,-603000.00,-8250000.00,2125246000.00,2172192000.00,2311261000.00,2405284000.00
0001525306,50,54339.00,4024993.00,4801298.00,0.013500,2201.0,2272833.00,3023384.00,-360922.00,398920.00,6884472.00,19047.00,6664139.00,8998047.00
0001525769,58,63200000.00,567700000.00,559200000.00,0.111326,2366.0,,,95800000.00,113800000.00,4015800000.00,4064700000.00,4116600000.00,4135800000.00
0001526113,67,-27874000.00,132415000.00,109286000.00,-0.210505,920.0,,,59167000.00,39676000.00,6955764000.00,5789334000.00,4347203000.00,4152300000.00
0001526520,73,-15500000.00,398200000.00,382400000.00,-0.038925,1407.0,,,101700000.00,117800000.00,2561000000.00,2756000000.00,2625400000.00,2725500000.00
0001527352,38,-2011225.00,41015.00,14950.00,-49.036328,2747.0,27457.00,13133.00,-1426214.00,-1712988.00,4222732.00,2900111.00,4635319.00,3694633.00
0001527541,67,12142000.00,24354000.00,24007000.00,0.498563,739.0,,,4440000.00,4467000.00,653702000.00,624755000.00,601734000.00,594007000.00
0001527702,48,-604226.00,57632816.00,97919836.00,-0.010484,34.0,1934958.00,2080698.00,-1906969.00,-175447.00,79007738.00,42020365.00,51087935.00,44526126.00
0001527753,80,-17696000.00,20605000.00,15472000.00,-0.858821,1036.0,,,-17961000.00,-22478000.00,270268000.00,273308000.00,334164000.00,325395000.00
0001527762,61,-853427.00,25065.00,507546.00,-34.048554,135.0,-42347.00,218025.00,-800059.00,-803233.00,35691313.00,,46595073.00,49661667.00
0001528287,38,-5147000.00,22524000.00,22068000.00,-0.228512,1404.0,17342000.00,18048000.00,-7482000.00,-5900000.00,94647000.00,110205000.00,105565000.00,98898000.00
0001528356,49,13476000.00,136807000.00,142312000.00,0.098504,1992.0,37363000.00,29821000.00,15349000.00,-6515000.00,369843000.00,384378000.00,389380000.00,376457000.00
0001528396,73,4468000.00,293508000.00,372541000.00,0.015223,1353.0,182698000.00,236645000.00,,,2542789000.00,2488071000.00,2691745000.00,2535132000.00
0001529113,73,-8203000.00,484000.00,27696000.00,-16.948347,2713.0,335000.00,5146000.00,-15242000.00,-10454000.00,24291000.00,27127000.00,81246000.00,78342000.00
0001529628,14,-7050000.00,65558000.00,93111000.00,-0.107538,513.0,2772000.00,6108000.00,8724000.00,3043000.00,341546000.00,326908000.00,340014000.00,335665000.00
0001529864,61,171904000.00,745541000.00,875142000.00,0.230576,77.0,426182000.00,528959000.00,391144000.00,474540000.00,5266131000.00,5457258000.00,6468432000.00,6877251000.00
0001530804,28,-61000000.00,738000000.00,760000000.00,-0.082656,269.0,99000000.00,44000000.00,-32000000.00,-68000000.00,6038000000.00,6069000000.00,6217000000.00,6057000000.00
0001530950,20,182200000.00,1952100000.00,2042900000.00,0.093335,2006.0,545800000.00,617600000.00,,,12819600000.00,12799100000.00,12984300000.00,12977200000.00
0001530979,59,2507000.00,97250000.00,78099000.00,0.025779,479.0,37670000.00,33271000.00,-2938000.00,5522000.00,247393000.00,265304000.00,225407000.00,214921000.00
0001531152,53,203645000.00,5153483000.00,5661500000.00,0.039516,2484.0,,,208093000.00,139958000.00,7065305000.00,7157672000.00,7510475000.00,7928998000.00
0001531177,38,-13859000.00,17508000.00,19698000.00,-0.791581,1564.0,15094000.00,16978000.00,-11605000.00,-7029000.00,142839000.00,129680000.00,115300000.00,109702000.00
0001532286,13,5629000.00,150466000.00,88392000.00,0.037410,1873.0,,,-5277000.00,-9951000.00,360076000.00,359181000.00,339464000.00,326040000.00
0001533758,48,-40187000.00,366064000.00,324914000.00,-0.109781,44.0,,,3764000.00,-999000.00,3471377000.00,3415840000.00,1997242000.00,1903620000.00
0001533924,13,-3994000.00,72050000.00,37464000.00,-0.055434,1930.0,,,25501000.00,4474000.00,747076000.00,753639000.00,600900000.00,581106000.00
0001534154,73,-4378299.00,296256.00,480151.00,-14.778769,2707.0,,,-5358306.00,-3416791.00,14471377.00,9969754.00,9981930.00,6442340.00
0001534504,29,-511200000.00,7066400000.00,7904300000.00,-0.072342,2546.0,,,-661400000.00,-323700000.00,12703200000.00,13027600000.00,13019900000.00,14718600000.00
0001534525,28,-942409.00,593261.00,806923.00,-1.588523,346.0,,,-1001892.00,-536377.00,6901443.00,5791217.00,8363847.00,7908991.00
0001534675,32,59329000.00,222288000.00,249012000.00,0.266901,2256.0,97525000.00,95834000.00,46898000.00,6715000.00,1016648000.00,1138289000.00,1260392000.00,1360450000.00
0001534708,61,-4757000.00,1247000.00,2696000.00,-3.814755,127.0,,,-1256000.00,-3624000.00,66515000.00,63753000.00,70217000.00,70256000.00
0001534969,80,-9250000.00,38000.00,14000.00,-243.421053,2778.0,,,-7553000.00,-8774000.00,72575000.00,118184000.00,101933000.00,93544000.00
0001535955,28,-2090184.00,93864.00,119397.00,-22.268218,445.0,,,-1969257.00,-2257137.00,22510501.00,20499726.00,17005612.00,25358166.00
0001537054,48,35187000.00,230307000.00,226319000.00,0.152783,18.0,,,32472000.00,-7236000.00,1229231000.00,1238388000.00,1303772000.00,1281194000.00
0001537435,35,-594244.00,7277770.00,6335769.00,-0.081652,886.0,3221040.00,2589662.00,-1173403.00,-3108121.00,31092259.00,29725828.00,36990103.00,34464758.00
0001538379,73,-2803000.00,84574000.00,82483000.00,-0.033143,1400.0,67482000.00,63033000.00,19860000.00,30374000.00,678429000.00,639264000.00,525911000.00,479922000.00
0001539838,13,1673000000.00,4048000000.00,4240000000.00,0.413291,1742.0,,,2355000000.00,1828000000.00,67292000000.00,70066000000.00,71059000000.00,70080000000.00
0001540684,14,-9823557.00,25175.00,74386.00,-390.210804,2781.0,-62675.00,72043.00,-4403577.00,-10630115.00,57854608.00,60799545.00,87697452.00,87446641.00
0001541401,67,25788000.00,180066000.00,190325000.00,0.143214,881.5,,,83146000.00,68910000.00,4510287000.00,4114380000.00,4468961000.00,4405724000.00
0001542447,67,2578000.00,10100000.00,8738000.00,0.255248,831.0,,,1335000.00,1390000.00,397986000.00,393909000.00,372476000.00,337030000.00
0001543151,73,1228000000.00,11533000000.00,13203000000.00,0.106477,1258.0,,,2324000000.00,2351000000.00,51244000000.00,52822000000.00,61802000000.00,59885000000.00
0001544522,73,-10416000.00,196273000.00,228633000.00,-0.053069,1419.0,166395000.00,193945000.00,57973000.00,62389000.00,1611884000.00,1541180000.00,1602712000.00,1605382000.00
0001546296,73,-705341.00,1504586.00,1548076.00,-0.468794,1555.0,,,-284131.00,-362246.00,7981801.00,7738783.00,17867569.00,17529907.00
0001546417,58,57231000.00,1049594000.00,1059673000.00,0.054527,2450.0,,,73465000.00,75299000.00,3384805000.00,3305370000.00,3171907000.00,3114432000.00
0001546853,73,-194693.00,585712.00,606106.00,-0.332404,1527.0,,,,,1848344.00,1689159.00,1780941.00,1937112.00
0001547459,54,17553000.00,335769000.00,337376000.00,0.052277,2417.0,101748000.00,102443000.00,,,648879000.00,664590000.00,668556000.00,684701000.00
0001549346,73,10201000.00,242620000.00,199170000.00,0.042045,1314.0,,,25247000.00,17370000.00,1309156000.00,1324218000.00,1355936000.00,1311198000.00
0001549595,28,-62864000.00,18453000.00,6252000.00,-3.406709,370.0,,,-61087000.00,-71914000.00,669343000.00,615043000.00,688135000.00,636130000.00
0001549966,62,4837000.00,31392000.00,31406000.00,0.154084,2141.0,,,-24714000.00,-30725000.00,194432000.00,159926000.00,166607000.00,132979000.00
0001550913,67,-5830470.00,4273646.00,5441504.00,-1.364285,937.0,,,,,236359236.00,237142131.00,238052301.00,239440124.00
0001551152,28,3733000000.00,13343000000.00,15002000000.00,0.279772,163.0,,,1635000000.00,3829000000.00,135161000000.00,136165000000.00,133960000000.00,136463000000.00
0001551306,80,24170000.00,324038000.00,328504000.00,0.074590,988.0,75795000.00,83071000.00,49808000.00,45949000.00,607102000.00,730285000.00,742435000.00,698337000.00
0001552000,46,1366000000.00,3124000000.00,3038000000.00,0.437260,2149.0,,,1246000000.00,1347000000.00,37511000000.00,38972000000.00,43005000000.00,42933000000.00
0001552033,73,254400000.00,1095700000.00,1245700000.00,0.232180,1167.0,,,52500000.00,84200000.00,10984800000.00,10949100000.00,11112900000.00,12047300000.00
0001552275,29,296000000.00,5179000000.00,10690000000.00,0.057154,2385.5,,,156000000.00,454000000.00,14375000000.00,14342000000.00,28362000000.00,30258000000.00
0001552797,46,47599000.00,249930000.00,297466000.00,0.190449,2372.0,,,31550000.00,170376000.00,2041559000.00,2395454000.00,2779268000.00,2908700000.00
0001553079,67,25788000.00,180066000.00,190325000.00,0.143214,881.5,,,83146000.00,68910000.00,4510287000.00,4114380000.00,4468961000.00,4405724000.00
0001553788,20,-1658303.00,68606.00,4224.00,-24.171399,2733.0,25544.00,1848.00,-808046.00,-930492.00,2759185.00,2508841.00,965694.00,769953.00
0001555017,87,-26664.00,14100.00,43326.00,-1.891064,2651.0,2455.00,31666.00,,,,63858.00,113523.00,108586.00
0001555279,38,-11026000.00,11777000.00,13381000.00,-0.936232,1576.0,5541000.00,6882000.00,-15019000.00,1205000.00,159476000.00,196027000.00,190071000.00,186695000.00
0001556739,73,-3034000.00,181371000.00,167684000.00,-0.016728,1385.0,119288000.00,109256000.00,-10481000.00,1473000.00,712165000.00,703734000.00,688587000.00,693738000.00
0001557376,28,-1394000.00,1149000.00,2581000.00,-1.213229,336.0,893000.00,2055000.00,,,1550000.00,1435000.00,2571000.00,3886000.00
0001557746,28,-18084000.00,1455000.00,1996000.00,-12.428866,422.0,,,-13057000.00,-18149000.00,220327000.00,198094000.00,160460000.00,198720000.00
0001557798,35,-966300.00,1948215.00,4310521.00,-0.495992,924.0,57983.00,697489.00,,,776760.00,4524845.00,2690261.00,2784501.00
0001558569,87,-1638389.00,1057510.00,156009.00,-1.549289,2636.0,,,-1095845.00,-3361846.00,9350230.00,6843256.00,9531410.00,6609658.00
0001559053,28,-65581000.00,2828000.00,51084000.00,-23.189887,448.0,,,-53363000.00,28877000.00,547108000.00,495336000.00,326804000.00,349894000.00
0001559432,13,-3583000.00,84325000.00,28276000.00,-0.042490,1920.0,,,30610000.00,33408000.00,1030841000.00,1033305000.00,1354903000.00,1321787000.00
0001559720,73,38000000.00,2272000000.00,2678000000.00,0.016725,1348.0,,,1789000000.00,1708000000.00,20959000000.00,25056000000.00,22208000000.00,26828000000.00
0001559865,73,49500000.00,228792000.00,247923000.00,0.216354,1176.0,,,37643000.00,31210000.00,1857611000.00,1917501000.00,2243296000.00,2296011000.00
0001560258,38,-3822000.00,6719000.00,9584000.00,-0.568835,1541.0,5706000.00,8364000.00,-4355000.00,-3008000.00,20471000.00,16041000.00,18667000.00,15482000.00
0001560293,38,-3677000.00,726000.00,1379000.00,-5.064738,1730.0,323000.00,945000.00,-2483000.00,-2960000.00,9843000.00,13394000.00,10760000.00,12838000.00
0001560327,73,-101000.00,210253000.00,209691000.00,-0.000480,1364.0,150773000.00,144942000.00,29757000.00,39817000.00,1652034000.00,1644810000.00,1726464000.00,1719643000.00
0001560385,48,-67000000.00,447000000.00,711000000.00,-0.149888,47.0,,,,,13001000000.00,13285000000.00,15398000000.00,15892000000.00
0001561032,67,13024000.00,86443000.00,86285000.00,0.150666,878.0,28587000.00,33367000.00,-21229000.00,9013000.00,1946023000.00,1831885000.00,1711772000.00,1698062000.00
0001561550,73,-12420000.00,761553000.00,1006426000.00,-0.016309,1383.0,603925000.00,797198000.00,271541000.00,334622000.00,5785339000.00,6010381000.00,6643844000.00,6952012000.00
0001561680,15,76886000.00,740928000.00,521389000.00,0.103770,954.0,,,-31157000.00,-47964000.00,4891115000.00,4825239000.00,4977535000.00,4962324000.00
0001561921,38,-10472000.00,18520000.00,19059000.00,-0.565443,1539.0,12512000.00,12520000.00,-9725000.00,-11170000.00,86570000.00,77251000.00,81418000.00,69891000.00
0001562088,73,23594000.00,230743000.00,291967000.00,0.102252,1261.0,164096000.00,213096000.00,105631000.00,150771000.00,1301728000.00,1403146000.00,1992182000.00,2057994000.00
0001562151,20,-1540000.00,14460000.00,18264000.00,-0.106501,2110.0,6648000.00,7913000.00,113000.00,2357000.00,218159000.00,211451000.00,215477000.00,243063000.00
0001562733,28,1947703.00,8170534.00,5492705.00,0.238381,171.0,6164021.00,3970795.00,-822781.00,-2044678.00,16343101.00,15656042.00,10164376.00,6461591.00
0001563190,65,-54000000.00,1356000000.00,2704000000.00,-0.039823,2106.0,,,23000000.00,-157000000.00,1178000000.00,1542600000.00,1540000000.00,8117000000.00
0001563665,38,-1670000.00,45000.00,226000.00,-37.111111,2737.0,,,-758000.00,-937000.00,4442000.00,3415000.00,2677000.00,1798000.00
0001563922,49,-25788000.00,50462000.00,34811000.00,-0.511038,2489.0,,,-9632000.00,5295000.00,3245045000.00,3235829000.00,3078520000.00,3060772000.00
0001564408,73,-193846000.00,1363217000.00,1528791000.00,-0.142197,1470.0,,,151610000.00,326779000.00,7936348000.00,7589200000.00,7677802000.00,7501571000.00
0001564902,79,16888000.00,286949000.00,278294000.00,0.058854,960.0,,,25715000.00,66798000.00,2573578000.00,2570802000.00,2616274000.00,2607502000.00
0001565687,73,-5702000.00,129067000.00,146037000.00,-0.044179,1414.0,96406000.00,110511000.00,,,800587000.00,813505000.00,795179000.00,709140000.00
0001566011,29,-543200000.00,7057100000.00,7899800000.00,-0.076972,2549.0,,,-590000000.00,-371200000.00,11231800000.00,11553100000.00,11706300000.00,13349300000.00
0001566044,28,-9197000.00,202000.00,86000.00,-45.529703,517.0,,,-11461000.00,-4081000.00,66905000.00,56423000.00,30160000.00,25873000.00
0001566610,61,-2659000.00,1305000.00,5253000.00,-2.037548,120.0,709000.00,3957000.00,-1070000.00,-4687000.00,20635000.00,18368000.00,411164000.00,321664000.00
0001566826,38,-2364118.00,2591824.00,3214280.00,-0.912144,1575.0,1645227.00,2236788.00,-1651686.00,-1647091.00,14221337.00,25216898.00,20306558.00,18505508.00
0001567683,49,0.00,298000000.00,354000000.00,0.000000,2043.5,,,95000000.00,401000000.00,14329000000.00,14647000000.00,16655000000.00,16931000000.00
0001568100,73,-10327000.00,119805000.00,120967000.00,-0.086198,1445.0,100621000.00,101947000.00,30670000.00,44283000.00,927266000.00,926798000.00,990515000.00,936592000.00
0001568385,73,-252000.00,14190000.00,13963000.00,-0.017759,1387.0,4272000.00,4309000.00,-350000.00,-196000.00,41970000.00,40785000.00,39685000.00,37261000.00
0001568651,63,297123000.00,3046263000.00,4647194000.00,0.097537,2411.0,,,878542000.00,2618980000.00,4840496000.00,5843769000.00,6325411000.00,9289646000.00
0001569187,65,7857000.00,50182000.00,52317000.00,0.156570,2003.0,,,107000.00,,2512863000.00,2465226000.00,2596510000.00,2472851000.00
0001569345,73,-1755000.00,205500000.00,219479000.00,-0.008540,1373.0,142869000.00,143031000.00,83776000.00,70376000.00,1184199000.00,1189508000.00,1205061000.00,1061847000.00
0001570562,28,-15172000.00,68522000.00,73137000.00,-0.221418,283.0,46655000.00,48897000.00,-15632000.00,-9952000.00,232569000.00,213361000.00,225868000.00,220646000.00
0001570585,48,60700000.00,1171200000.00,1274600000.00,0.051827,27.0,,,129200000.00,107600000.00,25439700000.00,25970600000.00,22595900000.00,21877700000.00
0001570827,62,92908000.00,219602000.00,387989000.00,0.423074,1996.0,,,81094000.00,120954000.00,2547591000.00,2583486000.00,4247850000.00,4141565000.00
0001570937,38,-855678.00,5875523.00,7203459.00,-0.145634,1308.0,146588.00,537100.00,994869.00,892822.00,27752058.00,28033225.00,36052112.00,38778134.00
0001571123,73,121000000.00,1877000000.00,1906000000.00,0.064465,1289.0,,,100000000.00,127000000.00,5246000000.00,5211000000.00,5354000000.00,5338000000.00
0001571949,62,1221000000.00,3229000000.00,3666000000.00,0.378136,2020.0,,,966000000.00,1326000000.00,139428000000.00,142870000000.00,136887000000.00,179177000000.00
0001571996,35,1165000000.00,23378000000.00,43842000000.00,0.049833,825.0,4937000000.00,7782000000.00,2796000000.00,4081000000.00,79746000000.00,86869000000.00,101286000000.00,114913000000.00
0001573221,59,-12771000.00,160033000.00,189715000.00,-0.079802,493.0,120023000.00,141334000.00,-28270000.00,-16623000.00,423095000.00,400367000.00,409033000.00,385912000.00
0001574085,67,36740000.00,215820000.00,208983000.00,0.170234,870.0,,,15146000.00,21948000.00,2136059000.00,2098029000.00,1861732000.00,1849497000.00
0001574094,28,-3110000.00,197000.00,563000.00,-15.786802,431.0,103000.00,479000.00,-3381000.00,-3709000.00,8118000.00,16014000.00,8095000.00,13964000.00
0001575515,54,226332000.00,2236436000.00,2329179000.00,0.101202,2351.0,886363000.00,917276000.00,299089000.00,235287000.00,3640699000.00,3738258000.00,4158649000.00,4269374000.00
0001575828,13,10323000.00,390872000.00,367573000.00,0.026410,1882.0,,,41509000.00,25284000.00,2333541000.00,2293086000.00,2259435000.00,2244902000.00
0001575965,67,258834000.00,395235000.00,419985000.00,0.654886,718.0,,,252492000.00,270229000.00,13075949000.00,12132521000.00,12909609000.00,13765406000.00
0001576280,80,-111041000.00,203471000.00,301665000.00,-0.545734,1032.0,,,-62689000.00,-65623000.00,1485609000.00,1344226000.00,2013659000.00,1915291000.00
0001576427,73,48167000.00,451434000.00,424639000.00,0.106698,1257.0,236976000.00,222742000.00,62341000.00,48207000.00,2266449000.00,2127945000.00,2201207000.00,2072050000.00
0001576873,14,-10645081.00,979977.00,7811229.00,-10.862582,679.0,-2689960.00,737749.00,,-2700000.00,88288853.00,76457250.00,123342477.00,119428228.00
0001576942,59,-9708000.00,325016000.00,340277000.00,-0.029869,487.0,143558000.00,148838000.00,,,472638000.00,484748000.00,507815000.00,506039000.00
0001577445,73,-4560000.00,2065000.00,82000.00,-2.208232,1683.0,538000.00,21000.00,-2233000.00,-4254000.00,23679000.00,39843000.00,28979000.00,24641000.00
0001578732,65,-17711000.00,145038000.00,171467000.00,-0.122113,2167.0,,,-52841000.00,-27571000.00,869800000.00,802024000.00,827180000.00,754963000.00
0001579091,73,110000000.00,897000000.00,1019000000.00,0.122631,1246.0,671000000.00,738000000.00,298000000.00,268000000.00,4115000000.00,4292000000.00,3687000000.00,3535000000.00
0001579157,56,-4438000.00,57933000.00,64035000.00,-0.076606,2488.0,29163000.00,32392000.00,-11817000.00,-8911000.00,222735000.00,217957000.00,225041000.00,219792000.00
0001579214,73,35800000.00,147700000.00,155400000.00,0.242383,1157.0,,,12600000.00,28700000.00,1048700000.00,1183000000.00,1212800000.00,1243600000.00
0001579241,73,196400000.00,941900000.00,1033600000.00,0.208515,1184.0,,,104500000.00,101300000.00,4487800000.00,4564100000.00,5223700000.00,5312100000.00
0001579428,28,-56982000.00,121463000.00,191203000.00,-0.469131,300.0,,,-43375000.00,-20700000.00,568498000.00,596671000.00,689805000.00,713607000.00
0001579733,20,21769000.00,162189000.00,187155000.00,0.134220,1984.0,62513000.00,53009000.00,5274000.00,-18555000.00,359332000.00,376889000.00,518738000.00,492644000.00
0001579877,67,13900000.00,390700000.00,429600000.00,0.035577,903.0,,,33600000.00,75300000.00,5215200000.00,5132300000.00,5311600000.00,5238100000.00
0001579878,73,39749000.00,228199000.00,333439000.00,0.174186,1207.0,208747000.00,264773000.00,97177000.00,97308000.00,1793148000.00,,2348207000.00,2290788000.00
0001580560,73,-10988000.00,133452000.00,188112000.00,-0.082337,1441.0,,,-80794000.00,-15848000.00,1122446000.00,1060348000.00,1253313000.00,1162379000.00
0001580670,15,169000.00,351420000.00,319736000.00,0.000481,967.0,,,-127148000.00,-55549000.00,3758534000.00,3888659000.00,3927242000.00,4010165000.00
0001580808,35,8778000.00,66137000.00,75000000.00,0.132724,794.0,52695000.00,59724000.00,17204000.00,2231000.00,432815000.00,606223000.00,629813000.00,634420000.00
0001580905,15,69800000.00,684800000.00,660500000.00,0.101928,955.0,223700000.00,212300000.00,92100000.00,102300000.00,2059900000.00,1999300000.00,2068000000.00,2229800000.00
0001581091,65,5367000.00,74467000.00,70228000.00,0.072072,2047.0,,,5661000.00,-1844000.00,581594000.00,571391000.00,582475000.00,572345000.00
0001581552,13,5649350.00,20859931.00,14753200.00,0.270823,1772.0,,,16084817.00,6453134.00,353768647.00,347996584.00,328754000.00,325031203.00
0001581760,73,2189000.00,103624000.00,143123000.00,0.021124,1339.0,83549000.00,110563000.00,12060000.00,17209000.00,441580000.00,455422000.00,959688000.00,1040874000.00
0001581990,46,355000000.00,11477000000.00,12470000000.00,0.030931,2564.0,,,638000000.00,418000000.00,27756000000.00,28252000000.00,31276000000.00,32760000000.00
