date,y1m,y3m,y6m,y1y
2023-02-09,4.66,4.77,4.9,4.88
2023-02-10,4.66,4.79,4.89,4.89
2023-02-13,4.66,4.81,4.99,4.91
2023-02-14,4.63,4.8,4.98,4.99
2023-02-15,4.64,4.79,4.97,4.96
2023-02-16,4.66,4.84,4.98,4.99
2023-02-17,4.64,4.84,4.99,5.0
2023-02-21,4.63,4.86,5.07,5.07
2023-02-22,4.62,4.84,5.08,5.07
2023-02-23,4.66,4.84,5.05,5.03
2023-02-24,4.68,4.86,5.06,5.05
2023-02-27,4.67,4.89,5.18,5.03
2023-02-28,4.65,4.88,5.17,5.02
2023-03-01,4.67,4.9,5.2,5.06
2023-03-02,4.75,4.91,5.18,5.04
2023-03-03,4.75,4.91,5.18,5.03
2023-03-06,4.75,4.93,5.22,5.05
2023-03-07,4.8,5.04,5.32,5.22
2023-03-08,4.77,5.06,5.34,5.25
2023-03-09,4.83,5.05,5.32,5.18
2023-03-10,4.81,5.01,5.17,4.9
2023-03-13,4.62,4.87,4.81,4.3
2023-03-14,4.47,4.88,4.93,4.45
2023-03-15,4.23,4.75,4.73,4.19
2023-03-16,4.22,4.74,4.94,4.49
2023-03-17,4.31,4.52,4.71,4.26
2023-03-20,4.34,4.81,4.8,4.34
2023-03-21,4.07,4.78,4.96,4.68
2023-03-22,4.16,4.79,4.95,4.56
2023-03-23,4.26,4.73,4.8,4.38
2023-03-24,4.28,4.74,4.76,4.32
2023-03-27,4.22,4.91,4.86,4.51
2023-03-28,4.24,4.8,4.9,4.55
2023-03-29,4.34,4.8,4.92,4.59
2023-03-30,4.74,4.97,4.92,4.63
2023-03-31,4.74,4.85,4.94,4.64
2023-04-03,4.7,4.9,4.88,4.6
2023-04-04,4.66,4.88,4.8,4.5
2023-04-05,4.62,4.86,4.82,4.43
2023-04-06,4.57,4.91,4.93,4.51
2023-04-07,4.56,4.95,4.95,4.61
2023-04-10,4.53,5.08,4.98,4.65
2023-04-11,4.27,5.04,4.99,4.67
2023-04-12,4.27,5.02,4.98,4.64
2023-04-13,4.08,5.1,4.95,4.66
2023-04-14,4.29,5.14,5.03,4.77
2023-04-17,4.09,5.21,5.07,4.8
2023-04-18,3.89,5.2,5.09,4.81
2023-04-19,3.95,5.16,5.1,4.84
2023-04-20,3.4,5.12,5.06,4.77
2023-04-21,3.36,5.14,5.07,4.78
2023-04-24,3.54,5.2,5.06,4.76
2023-04-25,4.11,5.12,4.98,4.6
2023-04-26,3.91,5.16,5.0,4.64
2023-04-27,4.27,5.18,5.05,4.78
2023-04-28,4.35,5.1,5.06,4.8
2023-05-01,4.49,5.27,5.14,4.86
2023-05-02,4.56,5.24,5.06,4.74
2023-05-03,4.7,5.26,5.08,4.7
2023-05-04,5.76,5.26,5.04,4.59
2023-05-05,5.59,5.26,5.13,4.73
2023-05-08,5.51,5.31,5.14,4.79
2023-05-09,5.56,5.29,5.18,4.81
2023-05-10,5.5,5.24,5.13,4.7
2023-05-11,5.81,5.2,5.14,4.7
2023-05-12,5.79,5.25,5.16,4.75
2023-05-15,5.64,5.21,5.24,4.73
2023-05-16,5.58,5.23,5.26,4.88
2023-05-17,5.5,5.26,5.3,4.92
2023-05-18,5.59,5.31,5.38,5.02
2023-05-19,5.62,5.29,5.36,5.02
2023-05-22,5.69,5.4,5.43,5.07
2023-05-23,5.67,5.34,5.39,5.06
2023-05-24,5.73,5.37,5.42,5.12
2023-05-25,5.95,5.38,5.46,5.24
2023-05-26,6.02,5.34,5.44,5.25
2023-05-30,5.31,5.55,5.52,5.22
2023-05-31,5.28,5.52,5.46,5.18
2023-06-01,5.3,5.5,5.44,5.11
2023-06-02,5.28,5.5,5.5,5.22
2023-06-05,5.25,5.46,5.46,5.17
2023-06-06,5.15,5.44,5.44,5.2
2023-06-07,5.07,5.42,5.43,5.16
2023-06-08,5.25,5.38,5.39,5.12
2023-06-09,5.25,5.37,5.39,5.17
2023-06-12,5.24,5.4,5.38,5.18
2023-06-13,5.19,5.36,5.36,5.26
2023-06-14,5.18,5.36,5.36,5.27
2023-06-15,5.18,5.33,5.33,5.21
2023-06-16,5.18,5.34,5.35,5.24
2023-06-20,5.17,5.39,5.41,5.24
2023-06-21,5.16,5.4,5.41,5.25
2023-06-22,5.18,5.4,5.41,5.29
2023-06-23,5.17,5.41,5.41,5.25
2023-06-26,5.17,5.5,5.45,5.27
2023-06-27,5.17,5.44,5.46,5.33
2023-06-28,5.17,5.44,5.47,5.32
2023-06-29,5.25,5.46,5.5,5.41
2023-06-30,5.24,5.43,5.47,5.4
2023-07-03,5.27,5.44,5.53,5.43
2023-07-05,5.28,5.44,5.52,5.4
2023-07-06,5.32,5.46,5.54,5.44
2023-07-07,5.32,5.46,5.53,5.41
2023-07-10,5.34,5.48,5.54,5.38
2023-07-11,5.35,5.49,5.55,5.44
2023-07-12,5.36,5.47,5.53,5.35
2023-07-13,5.37,5.47,5.49,5.27
2023-07-14,5.37,5.49,5.52,5.34
2023-07-17,5.37,5.49,5.52,5.33
2023-07-18,5.37,5.49,5.51,5.32
2023-07-19,5.37,5.49,5.51,5.32
2023-07-20,5.44,5.49,5.52,5.35
2023-07-21,5.43,5.5,5.53,5.35
2023-07-24,5.44,5.51,5.55,5.38
2023-07-25,5.46,5.51,5.57,5.38
2023-07-26,5.46,5.51,5.55,5.37
2023-07-27,5.47,5.51,5.56,5.4
2023-07-28,5.47,5.52,5.54,5.37
2023-07-31,5.48,5.55,5.53,5.37
2023-08-01,5.49,5.54,5.54,5.38
2023-08-02,5.48,5.53,5.52,5.36
2023-08-03,5.54,5.54,5.52,5.37
2023-08-04,5.54,5.54,5.5,5.33
2023-08-07,5.54,5.56,5.53,5.3
2023-08-08,5.54,5.57,5.53,5.35
2023-08-09,5.51,5.55,5.54,5.35
2023-08-10,5.55,5.54,5.52,5.33
2023-08-11,5.54,5.54,5.52,5.36
2023-08-14,5.55,5.56,5.56,5.37
2023-08-15,5.53,5.56,5.55,5.36
2023-08-16,5.52,5.56,5.54,5.37
2023-08-17,5.55,5.56,5.53,5.36
2023-08-18,5.53,5.55,5.52,5.35
2023-08-21,5.55,5.57,5.58,5.37
2023-08-22,5.54,5.57,5.57,5.39
2023-08-23,5.54,5.57,5.55,5.35
2023-08-24,5.55,5.58,5.59,5.39
2023-08-25,5.56,5.61,5.61,5.44
2023-08-28,5.56,5.58,5.56,5.44
2023-08-29,5.54,5.56,5.52,5.37
2023-08-30,5.55,5.56,5.51,5.39
2023-08-31,5.52,5.56,5.48,5.37
2023-09-01,5.51,5.53,5.47,5.36
2023-09-05,5.51,5.55,5.51,5.42
2023-09-06,5.52,5.55,5.52,5.44
2023-09-07,5.52,5.53,5.5,5.4
2023-09-08,5.52,5.55,5.49,5.42
2023-09-11,5.52,5.55,5.51,5.4
2023-09-12,5.52,5.56,5.53,5.42
2023-09-13,5.53,5.55,5.51,5.42
2023-09-14,5.52,5.55,5.5,5.42
2023-09-15,5.51,5.56,5.49,5.43
2023-09-18,5.53,5.55,5.51,5.44
2023-09-19,5.53,5.54,5.51,5.45
2023-09-20,5.53,5.56,5.51,5.47
2023-09-21,5.52,5.57,5.52,5.46
2023-09-22,5.52,5.56,5.52,5.46
2023-09-25,5.54,5.58,5.52,5.45
2023-09-26,5.54,5.58,5.53,5.45
2023-09-27,5.54,5.58,5.53,5.49
2023-09-28,5.56,5.56,5.53,5.46
2023-09-29,5.55,5.55,5.53,5.46
2023-10-02,5.56,5.62,5.58,5.49
2023-10-03,5.55,5.62,5.58,5.49
2023-10-04,5.56,5.61,5.57,5.42
2023-10-05,5.57,5.61,5.56,5.39
2023-10-06,5.59,5.63,5.59,5.43
2023-10-10,5.6,5.61,5.57,5.37
2023-10-11,5.58,5.61,5.56,5.38
2023-10-12,5.61,5.63,5.58,5.43
2023-10-13,5.6,5.62,5.57,5.41
2023-10-16,5.57,5.61,5.58,5.42
2023-10-17,5.58,5.62,5.6,5.48
2023-10-18,5.57,5.61,5.58,5.47
2023-10-19,5.58,5.6,5.56,5.44
2023-10-20,5.56,5.58,5.54,5.41
2023-10-23,5.57,5.58,5.56,5.42
2023-10-24,5.57,5.58,5.57,5.41
2023-10-25,5.56,5.59,5.57,5.43
2023-10-26,5.57,5.59,5.55,5.39
2023-10-27,5.57,5.59,5.55,5.39
2023-10-30,5.56,5.6,5.53,5.41
2023-10-31,5.56,5.59,5.54,5.44
2023-11-01,5.56,5.57,5.51,5.37
2023-11-02,5.52,5.54,5.5,5.38
2023-11-03,5.53,5.53,5.45,5.29
2023-11-06,5.53,5.56,5.47,5.33
2023-11-07,5.53,5.55,5.47,5.33
2023-11-08,5.52,5.54,5.46,5.34
2023-11-09,5.53,5.54,5.46,5.39
2023-11-10,5.53,5.53,5.46,5.38
2023-11-13,5.53,5.55,5.48,5.37
2023-11-14,5.52,5.52,5.41,5.24
2023-11-15,5.52,5.53,5.41,5.27
2023-11-16,5.53,5.51,5.38,5.23
2023-11-17,5.52,5.5,5.39,5.24
2023-11-20,5.53,5.54,5.43,5.25
2023-11-21,5.52,5.53,5.42,5.24
2023-11-22,5.54,5.54,5.42,5.26
2023-11-24,5.55,5.54,5.45,5.27
2023-11-27,5.54,5.49,5.45,5.24
2023-11-28,5.53,5.47,5.42,5.21
2023-11-29,5.53,5.45,5.38,5.12
2023-11-30,5.56,5.45,5.38,5.16
2023-12-01,5.55,5.43,5.33,5.05
2023-12-04,5.55,5.46,5.41,5.1
2023-12-05,5.54,5.45,5.37,5.06
2023-12-06,5.54,5.45,5.38,5.07
2023-12-07,5.53,5.44,5.36,5.05
2023-12-08,5.54,5.44,5.39,5.13
2023-12-11,5.55,5.47,5.4,5.14
2023-12-12,5.53,5.46,5.41,5.14
2023-12-13,5.52,5.44,5.33,4.94
2023-12-14,5.54,5.43,5.31,4.9
2023-12-15,5.54,5.44,5.33,4.95
2023-12-18,5.52,5.46,5.36,4.95
2023-12-19,5.51,5.43,5.35,4.93
2023-12-20,5.5,5.44,5.33,4.88
2023-12-21,5.54,5.42,5.31,4.84
2023-12-22,5.54,5.44,5.31,4.82
2023-12-26,5.53,5.45,5.28,4.83
2023-12-27,5.55,5.44,5.26,4.79
2023-12-28,5.57,5.45,5.28,4.82
2023-12-29,5.6,5.4,5.26,4.79
2024-01-02,5.55,5.46,5.24,4.8
2024-01-03,5.54,5.48,5.25,4.81
2024-01-04,5.56,5.48,5.25,4.85
2024-01-05,5.54,5.47,5.24,4.84
2024-01-08,5.54,5.49,5.24,4.82
2024-01-09,5.53,5.47,5.24,4.82
2024-01-10,5.53,5.46,5.23,4.82
2024-01-11,5.54,5.46,5.22,4.75
2024-01-12,5.55,5.45,5.16,4.65
2024-01-16,5.54,5.45,5.18,4.7
2024-01-17,5.54,5.47,5.2,4.8
2024-01-18,5.53,5.45,5.2,4.8
2024-01-19,5.54,5.45,5.21,4.84
2024-01-22,5.53,5.46,5.22,4.83
2024-01-23,5.53,5.45,5.21,4.81
2024-01-24,5.52,5.44,5.22,4.83
2024-01-25,5.54,5.44,5.19,4.76
2024-01-26,5.54,5.44,5.19,4.78
2024-01-29,5.53,5.42,5.19,4.76
2024-01-30,5.53,5.42,5.19,4.8
2024-01-31,5.53,5.42,5.18,4.73
2024-02-01,5.49,5.42,5.15,4.68
2024-02-02,5.49,5.43,5.22,4.81
2024-02-05,5.49,5.42,5.25,4.87
2024-02-06,5.48,5.44,5.23,4.82
2024-02-07,5.47,5.43,5.23,4.83
2024-02-08,5.49,5.44,5.24,4.83
2024-02-09,5.49,5.44,5.26,4.86
2024-02-12,5.49,5.43,5.27,4.87
2024-02-13,5.48,5.45,5.32,4.99
2024-02-14,5.48,5.43,5.31,4.94
2024-02-15,5.49,5.43,5.3,4.93
2024-02-16,5.48,5.44,5.31,4.98
2024-02-20,5.49,5.44,5.32,4.97
2024-02-21,5.5,5.44,5.32,4.98
2024-02-22,5.49,5.45,5.32,5.02
2024-02-23,5.49,5.46,5.32,5.0
2024-02-26,5.5,5.47,5.34,5.03
2024-02-27,5.5,5.45,5.33,5.03
2024-02-28,5.5,5.45,5.31,5.0
2024-02-29,5.53,5.45,5.3,5.01
2024-03-01,5.54,5.42,5.27,4.94
2024-03-04,5.51,5.48,5.37,4.98
2024-03-05,5.5,5.47,5.35,4.94
2024-03-06,5.5,5.47,5.35,4.95
2024-03-07,5.51,5.47,5.34,4.93
2024-03-08,5.51,5.46,5.34,4.92
2024-03-11,5.5,5.48,5.35,4.95
2024-03-12,5.52,5.48,5.37,5.0
2024-03-13,5.52,5.48,5.37,5.01
2024-03-14,5.52,5.48,5.38,5.04
2024-03-15,5.52,5.48,5.38,5.05
2024-03-18,5.52,5.48,5.39,5.06
2024-03-19,5.52,5.48,5.39,5.06
2024-03-20,5.5,5.47,5.36,5.01
2024-03-21,5.51,5.48,5.36,5.01
2024-03-22,5.51,5.46,5.34,4.98
2024-03-25,5.51,5.46,5.36,5.0
2024-03-26,5.5,5.46,5.36,5.0
2024-03-27,5.5,5.45,5.36,4.99
2024-03-28,5.49,5.46,5.38,5.03
2024-04-01,5.49,5.44,5.36,5.06
2024-04-02,5.49,5.42,5.34,5.05
2024-04-03,5.47,5.42,5.33,5.03
2024-04-04,5.47,5.41,5.32,5.0
2024-04-05,5.47,5.43,5.34,5.05
2024-04-08,5.48,5.43,5.35,5.07
2024-04-09,5.48,5.43,5.34,5.03
2024-04-10,5.49,5.45,5.4,5.19
2024-04-11,5.48,5.45,5.38,5.17
2024-04-12,5.48,5.45,5.36,5.13
2024-04-15,5.49,5.45,5.38,5.16
2024-04-16,5.49,5.45,5.39,5.18
2024-04-17,5.49,5.45,5.38,5.16
2024-04-18,5.49,5.46,5.39,5.18
2024-04-19,5.49,5.45,5.39,5.17
2024-04-22,5.49,5.42,5.39,5.16
2024-04-23,5.49,5.45,5.39,5.14
2024-04-24,5.49,5.46,5.4,5.17
2024-04-25,5.48,5.47,5.41,5.21
2024-04-26,5.48,5.46,5.4,5.21
2024-04-29,5.48,5.45,5.43,5.2
2024-04-30,5.48,5.46,5.44,5.25
2024-05-01,5.47,5.46,5.43,5.21
2024-05-02,5.51,5.46,5.42,5.16
2024-05-03,5.51,5.45,5.41,5.12
2024-05-06,5.51,5.45,5.42,5.12
2024-05-07,5.51,5.45,5.41,5.13
2024-05-08,5.51,5.45,5.41,5.13
2024-05-09,5.51,5.46,5.41,5.12
2024-05-10,5.51,5.47,5.43,5.17
2024-05-13,5.5,5.45,5.43,5.16
2024-05-14,5.5,5.44,5.43,5.16
2024-05-15,5.49,5.45,5.4,5.1
2024-05-16,5.51,5.45,5.41,5.13
2024-05-17,5.5,5.46,5.41,5.14
2024-05-20,5.5,5.45,5.43,5.15
2024-05-21,5.5,5.45,5.42,5.14
2024-05-22,5.49,5.45,5.43,5.16
2024-05-23,5.51,5.46,5.44,5.2
2024-05-24,5.56,5.46,5.44,5.21
2024-05-28,5.5,5.46,5.43,5.21
2024-05-29,5.5,5.46,5.43,5.22
2024-05-30,5.48,5.46,5.42,5.19
2024-05-31,5.48,5.46,5.42,5.18
2024-06-03,5.49,5.52,5.39,5.14
2024-06-04,5.48,5.52,5.38,5.11
2024-06-05,5.48,5.51,5.37,5.08
2024-06-06,5.48,5.51,5.36,5.08
2024-06-07,5.47,5.52,5.4,5.17
2024-06-10,5.47,5.52,5.4,5.16
2024-06-11,5.46,5.52,5.39,5.17
2024-06-12,5.47,5.51,5.38,5.13
2024-06-13,5.47,5.51,5.36,5.07
2024-06-14,5.47,5.51,5.36,5.07
2024-06-17,5.45,5.52,5.39,5.11
2024-06-18,5.4,5.5,5.37,5.09
2024-06-20,5.42,5.5,5.37,5.1
2024-06-21,5.42,5.49,5.36,5.1
2024-06-24,5.42,5.5,5.37,5.1
2024-06-25,5.43,5.49,5.37,5.1
2024-06-26,5.44,5.5,5.36,5.13
2024-06-27,5.48,5.49,5.35,5.1
2024-06-28,5.47,5.48,5.33,5.09
2024-07-01,5.48,5.47,5.37,5.1
2024-07-02,5.48,5.47,5.36,5.07
2024-07-03,5.49,5.47,5.36,5.04
2024-07-05,5.48,5.46,5.34,4.98
2024-07-08,5.48,5.46,5.33,4.99
2024-07-09,5.45,5.46,5.34,5.02
2024-07-10,5.46,5.46,5.33,5.01
2024-07-11,5.48,5.44,5.25,4.91
2024-07-12,5.47,5.43,5.23,4.87
2024-07-15,5.48,5.43,5.23,4.85
2024-07-16,5.48,5.43,5.23,4.85
2024-07-17,5.47,5.43,5.23,4.85
2024-07-18,5.48,5.43,5.23,4.86
2024-07-19,5.48,5.43,5.24,4.87
2024-07-22,5.49,5.43,5.24,4.88
2024-07-23,5.49,5.41,5.22,4.85
2024-07-24,5.5,5.4,5.19,4.82
2024-07-25,5.49,5.39,5.19,4.83
2024-07-26,5.49,5.38,5.18,4.79
2024-07-29,5.5,5.41,5.18,4.79
2024-07-30,5.5,5.4,5.16,4.78
2024-07-31,5.49,5.41,5.14,4.73
2024-08-01,5.55,5.37,5.08,4.62
2024-08-02,5.54,5.29,4.88,4.33
2024-08-05,5.52,5.35,4.91,4.34
2024-08-06,5.5,5.34,5.0,4.46
2024-08-07,5.5,5.34,4.99,4.45
2024-08-08,5.55,5.34,5.01,4.48
2024-08-09,5.54,5.33,5.02,4.5
2024-08-12,5.53,5.33,5.02,4.47
2024-08-13,5.48,5.32,4.97,4.4
2024-08-14,5.49,5.32,5.0,4.42
2024-08-15,5.53,5.34,5.04,4.52
2024-08-16,5.53,5.33,5.02,4.49
2024-08-19,5.51,5.31,5.0,4.48
2024-08-20,5.48,5.29,4.97,4.43
2024-08-21,5.45,5.26,4.92,4.36
2024-08-22,5.51,5.28,4.96,4.43
2024-08-23,5.51,5.25,4.92,4.36
2024-08-26,5.49,5.24,4.91,4.38
2024-08-27,5.49,5.23,4.89,4.34
2024-08-28,5.47,5.21,4.87,4.36
2024-08-29,5.4,5.22,4.89,4.38
2024-08-30,5.41,5.21,4.89,4.38
2024-09-03,5.38,5.19,4.8,4.35
2024-09-04,5.33,5.18,4.74,4.23
2024-09-05,5.3,5.15,4.73,4.21
2024-09-06,5.28,5.13,4.69,4.1
2024-09-09,5.25,5.11,4.68,4.12
2024-09-10,5.18,5.06,4.65,4.07
2024-09-11,5.21,5.1,4.72,4.12
2024-09-12,5.18,5.06,4.68,4.09
2024-09-13,5.15,4.97,4.6,4.0
2024-09-16,5.11,4.96,4.55,3.96
2024-09-17,5.05,4.95,4.55,3.99
2024-09-18,4.91,4.84,4.5,3.95
2024-09-19,4.89,4.8,4.46,3.93
2024-09-20,4.87,4.75,4.43,3.92
2024-09-23,4.85,4.72,4.4,3.91
2024-09-24,4.78,4.69,4.36,3.88
2024-09-25,4.79,4.69,4.36,3.89
2024-09-26,4.9,4.68,4.38,3.96
2024-09-27,4.9,4.68,4.35,3.9
2024-09-30,4.93,4.73,4.38,3.98
2024-10-01,4.96,4.71,4.36,3.96
2024-10-02,4.92,4.69,4.36,3.97
2024-10-03,4.99,4.68,4.37,4.02
2024-10-04,5.01,4.73,4.45,4.2
2024-10-07,5.0,4.77,4.45,4.24
2024-10-08,4.96,4.75,4.44,4.21
2024-10-09,4.93,4.75,4.46,4.24
2024-10-10,4.98,4.75,4.45,4.22
2024-10-11,4.97,4.73,4.44,4.18
2024-10-15,4.93,4.73,4.42,4.18
2024-10-16,4.91,4.72,4.42,4.17
2024-10-17,4.93,4.74,4.45,4.21
2024-10-18,4.92,4.73,4.45,4.19
2024-10-21,4.92,4.73,4.47,4.24
2024-10-22,4.89,4.72,4.47,4.24
2024-10-23,4.88,4.73,4.48,4.27
2024-10-24,4.87,4.7,4.48,4.25
2024-10-25,4.89,4.73,4.51,4.29
2024-10-28,4.88,4.7,4.46,4.28
2024-10-29,4.88,4.7,4.45,4.29
2024-10-30,4.87,4.67,4.44,4.28
2024-10-31,4.76,4.64,4.43,4.27
2024-11-01,4.75,4.61,4.42,4.28
2024-11-04,4.75,4.65,4.39,4.25
2024-11-05,4.72,4.64,4.39,4.27
2024-11-06,4.68,4.64,4.41,4.31
2024-11-07,4.69,4.63,4.4,4.28
2024-11-08,4.7,4.63,4.42,4.32
2024-11-12,4.7,4.63,4.45,4.38
2024-11-13,4.69,4.6,4.4,4.31
2024-11-14,4.7,4.61,4.43,4.36
2024-11-15,4.7,4.6,4.44,4.34
2024-11-18,4.7,4.63,4.44,4.33
2024-11-19,4.67,4.62,4.44,4.34
2024-11-20,4.68,4.62,4.44,4.37
2024-11-21,4.72,4.63,4.45,4.39
2024-11-22,4.72,4.63,4.46,4.42
2024-11-25,4.74,4.62,4.46,4.37
2024-11-26,4.74,4.61,4.45,4.37
2024-11-27,4.76,4.6,4.43,4.34
2024-11-29,4.76,4.58,4.42,4.3
2024-12-02,4.75,4.51,4.43,4.3
2024-12-03,4.66,4.49,4.4,4.27
2024-12-04,4.65,4.47,4.38,4.23
2024-12-05,4.59,4.46,4.38,4.23
2024-12-06,4.57,4.42,4.34,4.19
2024-12-09,4.56,4.42,4.34,4.2
2024-12-10,4.53,4.41,4.35,4.22
2024-12-11,4.49,4.38,4.32,4.21
2024-12-12,4.43,4.35,4.31,4.22
2024-12-13,4.43,4.34,4.32,4.24
2024-12-16,4.43,4.37,4.3,4.24
2024-12-17,4.46,4.38,4.3,4.25
2024-12-18,4.44,4.36,4.3,4.3
2024-12-19,4.42,4.35,4.29,4.28
2024-12-20,4.43,4.34,4.29,4.27
2024-12-23,4.44,4.36,4.3,4.26
2024-12-24,4.44,4.4,4.3,4.24
2024-12-26,4.45,4.35,4.31,4.23
2024-12-27,4.44,4.31,4.29,4.2
2024-12-30,4.43,4.37,4.25,4.17
2024-12-31,4.4,4.37,4.24,4.16
