cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
1494891,-2572000,,8344000,60210000,53034000,7176000
1494904,-3989000,,108651000,1713606000,687051000,1026555000
1495231,-142800,,,59341031,48271887,11069144
1495240,15108000,,16804000,1281736000,689878000,591858000
1495320,-33460000,-46973000,,267940000,146034000,121906000
1495584,-223458,,,1491635,,654414
1495648,-834392,-768191,0,1453,-803012,804465
1495932,-11024000,,,435783000,211980000,223803000
1496099,23413000,,,3196651000,1342212000,1848473000
1496443,2586100,,,205118026,39274264,165843762
1496454,-2568000,,95639000,1313444000,704893000,608551000
1497230,7587724,,43653,330851,-3299246,3629090
1497770,2754000,,237367000,4511878000,1732180000,2767789000
1498067,-267000,,,1679000,-2777000,4456000
1498372,-19029,,0,3305,-607053,610358
1498382,-6664371,,0,14638677,9856463,4782214
1498547,-32883000,,106404000,5174112000,1777205000,3232644000
1498710,72216000,,,8910118000,723413000,
1499200,648000000,,2938000000,13991000000,,10483000000
1499275,7641808,,8494,46632,,308037
1499832,-1982000,,,544516000,,571342000
1500217,42535000,8977000,108607000,2967788000,1198380000,1815428000
1500375,748000,1020000,,619624000,54719000,564905000
1500435,-46709000,,134308000,462510000,109980000,352530000
1500881,-24243000,-17099000,18239000,362607000,267858000,62683000
1501585,149000000,,2734000000,12103000000,,7330000000
1501697,282000,,900000,130013000,22944000,107069000
1501756,-47019000,,,137654000,26422000,111232000
1501796,-27483000,,,155401000,127966000,27435000
1501989,23525000,,50917000,98497000,25049000,73448000
1502377,-22548325,,,147364005,-20503421,167867426
1503274,-20504000,,,396512000,316393000,80119000
1503658,-718210,,,38108615,35017417,3025631
1503802,-23462000,,,127711000,-205884000,333595000
1504008,58476000,69302000,,34831997000,2897582000,31934415000
1504461,13724000,13507000,971066000,4609440000,,
1504776,3472000,,,682755000,354089000,328666000
1505155,-25848000,,,456972000,-37823000,370127000
1505497,-5339799,,,10326821,6144741,4182080
1505732,6888000,,,3183893000,275214000,2908679000
1505952,-18052000,,,189680000,-178702000,368382000
1506293,8922000,,,5282696000,4688469000,594227000
1506307,717000000,,4241000000,72318000000,30605000000,40392000000
1506492,-3014000,,,7006000,3578000,3424000
1506929,-1146371,-2694302,697,39405040,37942199,1462877
1506983,-6833000,,,9612000,7258000,2354000
1507079,48878000,,,5368264000,2221763000,3146501000
1507957,-2703024,,,17594380,15527389,2066991
1508655,36955000,,,3498500000,1601283000,1897217000
1509223,-818000,,18000000,57001000,47463000,24205000
1509261,-18914000,-15730000,,94739000,82569000,12170000
1509470,-806715,44527,,231667159,,74863004
1509745,-15435000,,,34879000,20840000,
1509991,-110606000,,290135000,5269414000,1098180000,
1510295,-74000000,,,81633000000,16396000000,58568000000
1510964,-109000,,,7761000,1892000,5869000
1511337,3362000,,328119000,4817588000,2234191000,2569975000
1511737,180435000,136795000,664170000,1298268000,436113000,862155000
1511820,-1455591,,,3754250,-4937407,9437420
1512228,-5297000,-450000,,18470000,7531000,9701000
1512499,1161000,,,908829000,-252223000,1049937000
1512673,189872000,,5771796000,36395567000,21469194000,14960493000
1512762,-56569000,,,371066000,-183470000,554536000
1512931,532000,,,461518000,186877000,274641000
1513525,-2228801,,,3451122,2126662,1324460
1513761,-40295000,,,21354343000,1416534000,19937809000
1514183,-1031437,,18026,5899969,4011113,1888856
1514281,11477000,,,7323220000,543870000,6779350000
1514416,-3740000,-1759000,,964374000,345406000,618968000
1514705,17300000,,,1668400000,684600000,953900000
1514743,1011000,1219000,,879141000,78940000,800201000
1514991,18049000,,,4331826000,888837000,3349617000
1515139,-23068,,,409306,-2914921,3485485
1515156,203000,,,283671000,218173000,65498000
1515317,-184140,,,105798,-1866821,1972619
1515673,-151000000,,,1311927000,144000000,1160681000
1515816,5850000,,45571000,1406264000,570997000,827321000
1516551,-11103319,,,64793240,59250314,5542926
1516912,22411000,,,9750372000,1180177000,8570195000
1517022,6112000,,,310185000,24581000,285604000
1517175,10288000,,,1838576000,541640000,1296936000
1517228,784000000,6800000,,7507400000,-2548200000,8811400000
1517302,61139000,,277147000,1370310000,356517000,868069000
1517375,-11220000,,,424657000,175309000,249348000
1517396,-13054000,,136046000,1023144000,784841000,238303000
1517413,-39148000,,,1449245000,957023000,492222000
1517681,-54067346,-430183,,22527352,18092292,4435060
1518336,-7338,,,9566575,2166518,6727644
1518461,-1840521,,3599099,42063035,35775366,6287669
1518621,17122000,,,7304284000,855880000,6448404000
1518715,43791000,,,7803631000,2374090000,7402880000
1519061,-79000000,,,2655000000,-679200000,
1519401,7007000,,152967000,1900683000,357876000,1542807000
1519449,42058000,,328527000,4030633000,850721000,3179912000
1519472,-1296242,,6927469,38591425,-15874405,54465830
1520006,240085000,,1013958000,11082041000,5287492000,
1520118,-588630,-673911,281318,1892220,-5545292,3105811
1520262,22464000,,,2081977000,1511583000,570394000
1520358,1237000,,,52725000,26438000,26287000
1520697,8374000,32615000,,6147598000,3041558000,2973620000
1521036,72945000,,,2055224000,1164194000,891030000
1521332,-11000000,268000000,4825000000,23102000000,8961000000,13848000000
1521945,-139444,333682,,105515957,39874238,65641719
1521951,11171000,14415000,,3944879000,336063000,3608816000
1522540,-8260000,,,1349627000,987260000,362367000
1522727,20512000,,,2713120000,,2725022000
1522767,-5511000,,,208000000,,134063000
1524025,-22152000,,107611000,334151000,79115000,255036000
1524358,56000000,,1200000000,9882000000,2435000000,7447000000
1524472,169000000,,2069000000,16559000000,10816000000,5505000000
1525221,27359000,,350530000,2172192000,931716000,1240889000
1525306,375129,-33908,4024993,19047,-1215563,232927
1525769,21700000,,,4064700000,146800000,
1526119,-52103000,,,131698000,-32433000,164131000
1526243,-8205000,,,111485737,102550000,8935140
1526520,-11000000,,,2756000000,642900000,2113000000
1527166,130000000,,973100000,24095500000,,17710300000
1527352,-1988337,,41015,2900111,2325375,574736
1527469,465000000,,4186000000,381478000000,17519000000,353704000000
1527541,509000,,24354000,624755000,-21990000,526637000
1527599,317000,,0,17966000,13093000,
1527702,-1144461,,57632816,42020365,11555806,30464559
1527728,189176,-7252394,,117726120,88386827,29339269
1527753,-15750000,,,273308000,207345000,65963000
1528115,-54356000,,,303027000,243788000,59239000
1528129,-18837000,,,5711493000,2682505000,3028988000
1528287,-6589000,,,110205000,24269000,85936000
1528356,10443000,,136807000,384378000,198006000,196988000
1528849,8039000,,,4650256000,-110768000,4761024000
1528985,-2601000,,,1277314000,356574000,920740000
1529113,-12872000,,484000,27127000,13929000,12786000
1529377,9345000,-10665000,14948000,1519621000,542143000,977477000
1529628,-24231000,,65558000,326908000,219909000,106999000
1529864,72945000,,745541000,5457258000,1196650000,4260608000
1530185,-9059374,,0,7182640,4670418,2512222
1530249,8021000,,,3066078000,298840000,2767238000
1530425,-33046,-2328,,5836,-320604,
1530746,-1636770,,7052,197289,-16659235,18994740
1530766,-2812000,,,4418000,2605000,1679000
1530804,-111000000,,,6069000000,1674000000,4363000000
1530979,3254000,,,265304000,180357000,84947000
1531031,11407000,,,1954437000,250724000,1703713000
1531152,149768000,,,7157672000,1971585000,5186087000
1531177,-14154000,,,129680000,77628000,52052000
1532286,-7061000,,150466000,359181000,-72113000,431294000
1532383,-450,,,77159,77159,
1532619,-1413112,,,45600250,5482979,40117271
1533040,-1769000,,,13440000,12170000,1270000
1533743,-2834405,,,4809574,3526608,1282966
1533924,-5861000,,,753639000,402937000,350702000
1533998,-9227000,,,115600000,73699000,
1534120,-13149000,,,138523000,122615000,15908000
1534133,-5042000,,,25347000,10888000,14459000
1534154,-4339467,,296256,9969754,7629853,2339901
1534254,-42705000,5458000,,1896323000,756784000,1139539000
1534504,-401800000,,,13027600000,5114900000,7782600000
1534525,-903141,,593261,5791217,5123290,667927
1534675,42189000,,,1138289000,685137000,453152000
1534701,487000000,,,71838000000,27273000000,43485000000
1534708,-6822000,,1247000,63753000,47099000,15658000
1534969,-8187000,,38000,118184000,94783000,23401000
1535527,-104264000,,,8720362000,3450877000,5229348000
1535778,15875000,,,1322476000,718940000,603536000
1535929,156000000,,1969000000,163950000000,4383000000,157589000000
1535955,-1864873,,93864,20499726,19200077,1299649
1537054,12042000,,,1238388000,82948000,1155440000
1537435,-659922,,,29725828,9649756,20214335
1538263,14539000,,,4558060000,565449000,3992611000
1538379,555000,,,639264000,401276000,237988000
1538716,9767000,,235904000,3226305000,366099000,2860206000
1538990,52007000,,303884000,15336383000,,6911057000
1539029,-8223000,,,19668000,-45910000,65578000
1539638,17000,,,6268394000,893927000,5374467000
1539680,-386010,1375943,0,2305563,-1033323,3337886
1539838,1405000000,,4048000000,70066000000,38473000000,28323000000
1540684,-9016957,,25175,60799545,23634742,36509843
1541119,1167000,,,1069186000,104431000,964755000
1541157,-3705000,,,50959000,21746000,29213000
1542447,-798000,,10100000,393909000,86636000,307273000
1543151,1776000000,6883000000,11533000000,52822000000,21975000000,29917000000
1543418,-3623000,,,132390000,131590000,800000
1543623,-560232,,476705,2497830,-682520,3180350
1543652,-20723,,0,434962,-1182217,816244
1544190,345000,566000,,67273000,,58807000
1544206,14054000,,,2533808000,1212389000,1321419000
1544227,-10860000,,,32164000,11133000,21031000
1544522,-1304000,,,1541180000,1061830000,479350000
1545654,21433000,,53738000,1648614000,1005143000,643471000
1546296,-722062,,,7738783,4915352,3440415
1546417,42152000,,,3305370000,380597000,2920520000
1546652,237960710,,,1662219706,1662219685,21
1547546,-522568,,,1061517291,231948540,829469251
1547903,102559000,,173246000,3456196000,2321571000,1134625000
1549084,-2891000,,,27310000,12692000,14618000
1549145,-243833,,,1482623,-2951571,4434194
1549346,18688000,,,1324218000,547180000,777038000
1549595,-56351000,,,615043000,480917000,134126000
1549631,-77409,,,575374,136534,
1549966,2469000,1618000,,159926000,80042000,43234000
1550453,2562134,,,288490823,,4795717
1551152,1286000000,-22000000,13343000000,136165000000,1420000000,
1551182,964000000,,,39206000000,18506000000,
1551306,15059000,10532000,,730285000,467159000,263126000
1551901,4993545,,,1011737484,372766182,638971302
1552033,148100000,,,10949100000,4385800000,6456600000
1552198,4264000,,,678767000,281449000,397318000
1552275,207000000,,5179000000,14342000000,,10186000000
1552800,172000,-628000,,324792000,,201597000
1553643,-17559465,,,27679417,22440491,5238926
1553788,-3650451,,68606,2508841,-20028249,22537089
1554818,-1752565,,0,4073625,3636902,436723
1554859,-64702000,,8835000,293445000,161683000,
1555279,43603000,,,196027000,159424000,36603000
1555280,602000000,,2198000000,14098000000,4655000000,9443000000
1556593,78811000,,976917000,45329843000,7776124000,37188589000
1556739,-9618000,,,703734000,193232000,
1556801,-62267,-78299,0,4307607,2662629,1644978
1557746,-15085000,,,198094000,144066000,54028000
1557798,-947987,-113351,1948215,4524845,4470701,13899
1558569,-1658396,,1057510,6843256,1668513,5174743
1558740,-147946,,0,14749679,13177116,1572563
1559053,-60195000,,,495336000,437680000,57656000
1559432,2416000,,84325000,1033305000,,
1559720,154000000,,,25056000000,7937000000,17119000000
1559865,32703000,,,1917501000,542096000,1332385000
1560143,-571318,,,438333,-2710788,3149121
1560258,-3855000,,,16041000,4365000,11676000
1560293,-3616000,,726000,13394000,9376000,4018000
1560327,2105000,,,1644810000,52722000,1592088000
1560385,5000000,,,13285000000,7037000000,6226000000
1560452,-216614,,1725094,31204583,10616990,20754407
1561550,24642000,,,6010381000,2916674000,3093707000
1561680,64036000,,,4825239000,3321699000,1503515000
1561894,56612000,,96941000,7475961000,,5005217000
1561921,-11264000,,,77251000,18123000,59128000
1562088,35135000,,,1403146000,893826000,509320000
1562151,-936000,,,211451000,185152000,26299000
1562463,943000,,,5851608000,387747000,5463861000
1562476,213466000,,,9384128000,,3426604000
1562528,24058000,,55033000,5654051000,1499636000,4058992000
1562733,876264,,8170534,15656042,-15639366,31295408
1563190,-51000000,,1356000000,1542600000,635000000,904700000
1563411,37000000,,,5168000000,745000000,4403000000
1563568,-14036381,,,24844683,9170863,15673820
1563577,-1592000,,,7661000,-147227000,152024000
1563665,-1659000,,,3415000,2048000,1367000
1563756,-3038000,,6135000,119334000,45353000,61889000
1563880,-10340000,,,107004000,99457000,7547000
1563922,-15586000,,50462000,3235829000,,1936016000
1564408,-139587000,,,7589200000,2311335000,5277865000
1564708,103000000,215000000,2009000000,16580000000,8203000000,
1564902,-16133000,,,2570802000,-478285000,3049087000
1565687,-2952000,-10217000,,813505000,492300000,321205000
1566011,-578700000,,,11553100000,4296300000,7244100000
1566610,-2564000,,,18368000,14596000,3827000
1566826,-2190986,,2591824,25216898,21206838,2202760
1567094,131000000,,3828000000,42057000000,,34098000000
1567264,-3347000,,,3065000,334000,2731000
1567683,-3000000,,298000000,14647000000,,9227000000
1567892,-27700000,,,3309500000,1630000000,1679500000
1567900,-1742000,,,10237037,-1269000,
1567925,7898000,,48256000,2014931000,1381764000,633167000
1568100,-7162000,,,926798000,145657000,763806000
1568385,-3231000,,,40785000,-66377000,107162000
1568651,275271000,,3046263000,5843769000,1333041000,4507654000
1568969,-166000,,,411000,-4179000,4603000
1569187,-2805000,,50182000,2465226000,657391000,1596474000
1569345,-1568000,,,1189508000,639772000,549736000
1569994,3036000,,,2175367000,341360000,1834007000
1570562,-18892000,,,213361000,-6604000,219965000
1570585,-1337300000,2244000000,,25970600000,12648800000,13129300000
1570827,61975000,,,2583486000,1144566000,1438920000
1570937,-1223605,-31065,5875523,28033225,2783635,30816860
1571123,68000000,,1877000000,5211000000,1505000000,
1571283,71199000,,252287000,13085857000,8803139000,3911111000
1571934,385169,,,15329309,5168789,8881665
1571949,797000000,,,142870000000,27974000000,114827000000
1571996,965000000,1533000000,23378000000,86869000000,-3024000000,89893000000
1572334,4489000,,,1634025000,166781000,1467244000
1572386,-683641,,,221456,-13214090,
1572616,-23735000,,,83040000,6375000,76665000
1572694,31553000,,,3503828000,1547950000,1955878000
1573221,62400000,,,400367000,-336069000,736436000
1573516,53200000,,,4502500000,719600000,3782900000
1574085,10998000,,,2098029000,238908000,1402332000
1574094,-2420000,,197000,16014000,13157000,2857000
1574197,23284000,,13157000,3158963000,,919135000
1574235,-1808000,,,8051000,7147000,904000
1575048,27000,,523000,4871000,,1073000
1575142,-197136,,0,110448,-1571054,1681502
1575515,180026000,,,3738258000,1287982000,2450276000
1575793,-3366000,,,13377000,9496000,3881000
1575828,13948000,,,2293086000,1499745000,793341000
1575858,-452688,,,811919,-1406895,2218814
1575965,165184000,,395235000,12132521000,4215211000,7537993000
1576018,61600000,,727300000,12280500000,2025200000,10253800000
1576197,-446600,,,1555700,-13210800,16721400
1576280,-95159000,,203471000,1344226000,-250789000,1595015000
1576873,-11495947,-13400506,,76457250,65605927,10851323
1576885,-28796000,,,204478000,155521000,48957000
1576940,39384000,,903232000,4556278000,2578503000,1977775000
1576942,-7378000,-6529000,,484748000,200391000,284357000
1577134,-2275238,,,114821822,,56210279
1577437,6253000,,73996000,690419000,610677000,51960000
1577445,-4265000,,,39843000,35765000,4078000
1578329,-1457,,0,408,-8844,9252
1578348,2206292,,,207606630,78101453,129505177
1578732,-4422000,,,802024000,617553000,184471000
1579091,106000000,,,4292000000,3176000000,928000000
1579157,-4803000,,,217957000,37167000,
1579214,15300000,,147700000,1183000000,392100000,790900000
1579298,100833000,,2504020000,8549897000,1352197000,
1579428,-59413000,,,596671000,53205000,543466000
1579684,-7333000,,,1951818000,150143000,1802180000
1579733,16901000,,,376889000,288905000,87984000
1579877,-20600000,74000000,390700000,5132300000,566900000,4426600000
1580149,-2788418,-7112529,,24660215,21817945,2842270
1580345,12689000,,,734837000,346968000,387869000
1580490,-348409,,0,18311624,15434536,2877088
1580560,-4160000,,133452000,1060348000,784265000,276083000
1580670,3994000,,351420000,3888659000,,1846133000
1580808,9543000,,,606223000,195884000,410339000
1580864,-6351000,,,989956000,158627000,831329000
1580905,45400000,,,1999300000,660900000,1338400000
1581068,69729000,,,8594759000,2953777000,5640730000
1581091,-1958000,,,571391000,433508000,626914000
1581552,5581927,,20859931,347996584,,10213543
1581760,4378000,,,455422000,376280000,79142000
1581990,84000000,-11000000,11477000000,28252000000,,
1582313,-65047000,,,743280000,703957000,39323000
1582554,-1656000,,,12035000,6270000,5765000
1582961,38204000,18266000,,1641668000,-210747000,1852415000
1582982,1948000,,,73556000,54177000,19379000
1583107,-13579000,-15527000,,343582000,165983000,
1583648,-8185000,,,79439000,55577000,23862000
1583708,-208193000,,,2383951000,1546542000,837409000
1583771,-6105887,,,6318555,3896063,2422492
1584207,213000000,,,26029000000,3280000000,22749000000
1584549,-6703000,,39680000,377104000,248337000,119151000
1584693,-1310643,-1266436,,8363129,8107337,255792
1584831,-139000,,692000,10263000,7039000,1069000
1585101,115256000,,93599000,4458950000,1951765000,2507185000
1585364,-6400000,,,9759800000,4364000000,5395800000
1585389,-8405000,,,2114401000,302966000,1464479000
1585521,254603000,,,10951896000,8902368000,2049528000
1585608,-10464000,,2214000,51460000,,48145000
1585689,300000000,,,16043000000,-4378000000,20382000000
1586554,-108213,,,6670396,-6618626,13289022
1587523,-2000000,,132200000,1097100000,755800000,
1587732,119419000,,,8327240000,3185035000,
1587987,9367000,,,2136737000,302280000,1834457000
1588014,103455,,,8716280,3152292,5563988
1588272,-1074939,,,45010508,42880040,2130468
1588978,-24737000,,,519375000,389157000,130218000
1589149,-4665739,,,67519865,41533050,25986815
1590418,-1251378,,190255,2667407,1898149,769258
1590496,-3678732,,,70451781,4585303,65866478
1590560,-43637000,,1567000,605403000,33686000,571717000
1590584,-9842000,,,423752000,220738000,203014000
1590714,98000000,,,4794600000,2519800000,2259600000
1590715,-6656039,,31927,203616313,-84080180,289261435
1590717,65802000,,96621000,3884448000,2927312000,936271000
1590750,-86912000,,,660981000,604473000,56508000
1590877,6083000,,,490929000,274197000,216732000
1590895,-115000000,,,32398000000,4053000000,28119000000
1590955,139400000,,,4572600000,1717200000,2855400000
1590976,12890000,2363000,,758766000,513008000,240830000
1591588,-8546000,6558000,3009125000,2183548000,643552000,1486677000
1591670,2039000,,10252000,810465000,,218518000
1591698,91483000,37465000,454548000,5167966000,1208735000,3959231000
1591913,-3749821,,,391550,-13926710,14318260
1591956,-8785000,,2817000,34275000,30706000,
1592386,99681000,,837869000,17548214000,1309902000,15986558000
1593001,-2541552,-479606,1264,9486155,-1098364,10584519
1593184,-266854,,515147,482623,-3558924,4041547
1593222,-1670000,,42258000,1436525000,725840000,709985000
1593538,-2000000,,,50950000000,2589000000,48361000000
1593549,-677540,,,46215247,,3873177
1593773,-55362,,0,889799,-244037,1133836
1593899,-34272000,,,439964000,411084000,28880000
1594805,-682000000,,2360000000,13400000000,11051000000,
1595097,-16978000,,,139931000,127106000,12825000
1595248,-3964601,,,6009687,3867855,
1595974,-9634000,,,2674650000,741753000,1932897000
1596532,813800000,,,14514600000,10119100000,4395500000
1596961,-9700000,,,738900000,26900000,712000000
1597672,-31970000,,,2117531000,688084000,
1597846,-635576,,,6319391,4540890,1741126
1598428,1300000,,,1101500000,686100000,415400000
1598646,-3752972,,,32798326,-29148843,61947169
1598665,30474000,20293000,211520000,2213097000,329003000,1884094000
1598981,-9052128,,,63168534,-722394,58890928
1599117,-211758,,2000,3254505,2680461,567001
1599298,-62913000,,,383822000,344330000,39492000
1599407,-403101,,2770791,32305185,-93704419,127865979
1599617,21000000,,,1651000000,1139000000,507000000
1599901,-115773000,,,1459075000,1328723000,130352000
1600033,28253000,17261000,,1248175000,760855000,487320000
1600347,-1543464,,,2903894,-8554252,11458146
1600620,23344000,1429000,,504850000,350190000,154660000
1600626,-49382000,,28706000,2595197000,1019152000,1516401000
1600641,-4806000,,,142513000,96241000,46272000
1600983,-6897000,,,29810000,18163000,11647000
1601485,-11209000,,,28144000,8904000,19240000
1601548,8107000,,,3103480000,1035817000,2067663000
1601712,757000000,,,122026000000,16581000000,105445000000
1601830,-202487000,,,1305234000,933947000,371287000
1602658,6293000,,,2729902000,251737000,2478165000
1603145,-98000000,,282000000,21402000000,,8848000000
1603454,-36997000,,,218127000,86668000,131459000
1603480,8784000,,,710398000,264567000,445831000
1603652,-5484000,,31272000,46432000,-36078000,82510000
1603923,76000000,,,5054000000,1352000000,3694000000
1603978,401135,,,29434440,16970235,12464205
1604191,-1259620,,,85203539,-5217619,28740057
1604464,38010000,,98149000,62038000,-55072000,117110000
1604665,4948000,,237629000,1371352000,,568246000
1604821,-66936000,,,1732366000,1239675000,492691000
1604868,-9377000,,,164232000,111159000,53073000
1605301,1909000,,,1483456000,148289000,1335167000
1605481,-882270,,,10092877,8785419,1307458
1605607,-10026000,,187019000,7947478000,3087151000,3846547000
1605888,-10744185,,,106474493,-14035197,120509690
1606163,10214000,,133108000,336370000,161130000,175240000
1606268,8798000,,142257000,347402000,72713000,172435000
1606366,5481000,,,590452000,265701000,324751000
1606498,6600000,,,1107800000,839400000,268400000
1606757,3817000,3432000,,1074555000,548115000,
1606909,-1981000,,,917988805,420802797,
1607678,-45629000,,,866993000,846918000,20075000
1607939,-1771000,,,638993000,209359000,429634000
1607962,-4834000,,5034000,28809000,18456000,10353000
1609065,2974000,,,1495337000,124896000,1370441000
1609151,-8825000,,55809000,188310000,68581000,119729000
1609253,115000000,,912000000,6827000000,3516000000,
1609550,2992000,,,730809000,635743000,95066000
1609711,219500000,,,7838800000,199700000,
1609804,9100000,,,1968200000,466100000,
1609809,32682000,,0,164182000,50465000,113717000
1610618,-23480000,,0,191727000,141682000,50045000
1610820,-6126902,-6291420,,17001798,,
1610853,-3838000,,49000,3484000,1280000,2204000
1610940,5892299,-12259764,,64211801,63062869,1148932
1611052,-32989000,,,1948714000,1181647000,767067000
1611547,8198000,,118165000,3312010000,,1959418000
1611647,-12697000,,,1559024000,1049489000,509535000
1611983,268000000,291000000,,16995000000,10052000000,6928000000
1613780,-27100000,,800000,50562000,2900000,47688000
1614178,770000,,,572356000,142025000,430331000
1614806,-3394000,,,1028331000,296071000,732411000
1615063,-100000,,,458900000,-2200000,461100000
1615165,-19875000,,22463000,199647000,14754000,184893000
1615219,-1709533,,,2339392,61866,2277526
1616000,15585000,,,2889541000,1209373000,1641246000
1616156,-138291,-139458,0,719515,-13694162,14413677
1616543,-14259000,,,87211000,35197000,52014000
1616707,-113000000,,,3419000000,-2809000000,6228000000
1616862,99000000,,1262000000,7411000000,2076000000,5289000000
1617242,6648000,6566000,,7733141000,748113000,6985028000
1617406,-57000000,,,8901000000,3494000000,5465000000
1617553,-12831000,,,629376000,-11326000,640702000
1617640,8000000,,,5746000000,4754000000,992000000
1617867,-11410000,-2712000,,9806000,8099000,1707000
1618181,1898014000,-71001000,,13227697000,,1011000
1618563,12994000,,188354000,5255004000,1033979000,3562812000
1618673,58300000,42400000,,17123400000,4337500000,12785900000
1618732,63363000,56427000,,3096630000,-711434000,3808064000
1618835,956000,,,12877000,-69587000,77679000
1619096,-82982,-98434,,207526,-644376,
1619312,-2940000,,5086000,141360000,18799000,114454000
1619856,-39991000,,,273656000,217222000,56434000
1620393,-6897000,,63216000,1881748000,379909000,1496220000
1620459,9574000,,172289000,4949015000,484480000,4331420000
1620463,-9143000,,,43513000,37330000,6183000
1620533,4245000,,,1727464000,473316000,1229959000
1620749,-115810,-100015,109601,269912,4233,265679
1621221,-2372000,,,3515000,652000,2863000
1621672,-4230000,,,9784000,-3461000,13245000
1621832,-8315000,,,18065000,9531000,8534000
1621906,-2637615,,41221,31492226,27442981,4049245
1622194,3127000,,78675000,3224607000,1333691000,1826049000
1622229,-71986000,,,283798000,218995000,64803000
1622244,-255666,,,24663,-10163341,5463159
1622345,-1265000,,,16592000,7255000,9337000
1622536,-135000000,,390000000,5865000000,1180000000,4685000000
1622996,-10301,,0,25175,-303906,
1623526,112879000,,158569000,406888000,350074000,56814000
1624322,20543000,,,7784728000,826312000,6958416000
1624326,18968000,,,52823000,44994000,11891000
1624985,139664,,,5000000,4345663,654337
1625101,-16795000,,,133383000,118452000,14931000
1625278,200000,,,475000000,371600000,103400000
1625297,47000000,21000000,,1375000000,-285000000,1660000000
1625641,-11393000,,,168030000,142172000,25858000
1625941,-46634000,,144402000,7509709000,1523817000,5537254000
1626115,54016000,,324531000,1396700000,148828000,572388000
1626450,-353000,,,286288000,38075000,248213000
1626644,-251743,-220126,,164508,6702782,
1626878,-10884000,,,181864000,174713000,7151000
1626971,15193000,,,59438000,49325000,10113000
1627223,-5000000,-11000000,,7376000000,566000000,6809000000
1627282,-4407000,,7261000,103643000,-15808000,96285000
1627475,37730000,,,1240066000,594342000,645724000
1628171,-213416000,,,2365353000,2078150000,287203000
1628369,1900000,,,7407500000,1776400000,5630600000
1628808,-10724000,,2621000,60864000,50790000,10074000
1628908,-64618000,-22802000,,2653451000,935521000,1524702000
1629019,58239000,,,18797800000,2160735000,16637065000
1629210,-2618307,-2031489,,52619457,34039430,18580027
1630176,-398860,,931280,2411485,60508,
1630212,-2482111,,349800,10609789,-3891270,14501059
1630472,13719000,,,3961943000,1103531000,2858412000
1630627,-15922000,-501000,52570000,205846000,105341000,100505000
1630805,-22007000,,,719713000,-303011000,1022229000
1631282,-1782998,-1136278,10353977,6154373,2842260,3321879
1631569,1591000,,30078000,985114000,461321000,523793000
1631574,-46878000,,,288343000,171803000,108666000
1631596,-4861000,20255000,,6554529000,1309820000,5190974000
1632127,2607000,,,6423377000,1775460000,4647917000
1632970,-6804000,,540603000,4464051000,2262416000,2159343000
1633336,3904000,,,1666497000,727122000,939375000
1633858,5934049,8379497,,426814814,424112802,2702012
1633917,1287000000,,7791000000,81274000000,20254000000,61020000000
1633931,123385000,,,4596296000,2116024000,2480272000
1633978,-44100000,-60900000,,3975000000,879500000,3095500000
1634117,-23004000,17942000,281792000,790285000,272188000,518097000
1634452,14166793,,,1770483695,653580054,1116837088
1635077,-2037436,,18991,16479677,15780645,699032
1635282,3350000,,,343030000,-63696000,406726000
1635341,-11514,,0,1650,-930,2580
1636222,92265000,,171094000,696804000,-714982000,1411786000
1636282,-44773000,,,569778000,482610000,87168000
1636422,-23742000,,,891542000,376811000,514731000
1636519,-14227000,1111000,,1504498000,-283449000,1787947000
1636639,-42500000,,658400000,12771600000,2391400000,10380200000
1636651,-10235000,,,81654000,59276000,22377000
1637147,-5832000,,,9849000,-19619000,29468000
1637207,41867000,,,3091922000,-219890000,
1637459,712000000,,,90274000000,49460000000,40669000000
1637715,-15925000,-17442000,,99882000,90648000,9234000
1637757,-5000000,,298000000,14636000000,,9157000000
1637873,-14817000,,182697000,1152339000,439570000,712769000
1637880,3265000,,375200000,5194091000,,
1638097,-2567000,,42000,21600000,19379000,2221000
1638287,-3671000,,,12127000,4380000,7747000
1638290,3743000,2748000,,261886000,182067000,79619000
1638826,-46364000,,,1727396000,1453929000,273467000
1638833,-37700000,,,7949200000,1740400000,
1638911,-279000,,,1343000,582000,761000
1639068,-322560,,,21018324,-1587211,22605535
1639300,47560000,,,2706979000,1729813000,977166000
1639438,25707000,,,1228363000,726174000,502189000
1639691,-327322000,,,2558746000,1034298000,1524448000
1639825,-47700000,-92000000,624000000,2064800000,-491300000,2556200000
1640147,-430092000,,,8157407000,2408000000,5742553000
1640266,-31021000,,,353240000,272702000,80538000
1640384,-5398674,,2371337,39121241,31733187,9082176
1640428,7990000,,,232145000,149500000,82645000
1640982,-100000,,355000,4224000,,428000
1641281,-11040000,,1222000,85862000,46810000,39052000
1641398,-977510,,,2603247,-349215,2668108
1641489,-5092000,,,32027000,7920000,23130000
1641601,8458000,,,3632568000,243076000,3383777000
1641614,4774000,,,351913000,-29717000,381630000
1642159,-668564,,,244309,-4945207,5189516
1642380,-6671000,,,60360000,10218000,50142000
1642896,-22121000,,,2073617000,1127574000,946043000
1643154,5150000,,38121000,272526000,-59626000,332152000
1643615,-19359000,,,992161000,444144000,455089000
1643721,235154,74815,1728744,1119446,-1312530,2431976
1643953,-19137000,,104171000,293772000,1340000,292442000
