date,DGS10,DGS2,DFF,T10Y2Y,DEXUSEU
1996-01-22,5.61,5.08,5.46,0.53,
1996-01-23,5.66,5.09,5.44,0.57,
1996-01-24,5.62,5.07,5.5,0.55,
1996-01-25,5.7,5.11,5.56,0.59,
1996-01-26,5.65,5.08,5.51,0.57,
1996-01-27,5.65,5.08,5.51,0.57,
1996-01-28,5.65,5.08,5.51,0.57,
1996-01-29,5.69,5.1,5.53,0.59,
1996-01-30,5.63,5.02,5.37,0.61,
1996-01-31,5.6,4.93,5.71,0.67,
1996-02-01,5.63,4.93,5.27,0.7,
1996-02-02,5.66,4.9,5.23,0.76,
1996-02-03,5.66,4.9,5.23,0.76,
1996-02-04,5.66,4.9,5.23,0.76,
1996-02-05,5.7,4.95,5.23,0.75,
1996-02-06,5.68,4.93,5.16,0.75,
1996-02-07,5.66,4.92,5.13,0.74,
1996-02-08,5.66,4.9,5.18,0.76,
1996-02-09,5.66,4.85,5.17,0.81,
1996-02-10,5.66,4.85,5.17,0.81,
1996-02-11,5.66,4.85,5.17,0.81,
1996-02-12,5.61,4.83,5.12,0.78,
1996-02-13,5.58,4.8,4.93,0.78,
1996-02-14,5.62,4.82,4.92,0.8,
1996-02-15,5.7,4.87,5.36,0.83,
1996-02-16,5.76,4.9,5.13,0.86,
1996-02-17,5.76,4.9,5.13,0.86,
1996-02-18,5.76,4.9,5.13,0.86,
1996-02-19,5.76,4.9,5.13,0.86,
1996-02-20,6.01,5.18,5.2,0.83,
1996-02-21,5.98,5.16,5.1,0.82,
1996-02-22,5.92,5.11,5.15,0.81,
1996-02-23,5.97,5.13,5.14,0.84,
1996-02-24,5.97,5.13,5.14,0.84,
1996-02-25,5.97,5.13,5.14,0.84,
1996-02-26,6.01,5.18,5.19,0.83,
1996-02-27,6.06,5.28,5.2,0.78,
1996-02-28,6.11,5.43,6.18,0.68,
1996-02-29,6.13,5.44,6.05,0.69,
1996-03-01,5.99,5.26,5.81,0.73,
1996-03-02,5.99,5.26,5.81,0.73,
1996-03-03,5.99,5.26,5.81,0.73,
1996-03-04,5.92,5.21,5.33,0.71,
1996-03-05,5.96,5.28,5.13,0.68,
1996-03-06,6.05,5.36,5.08,0.69,
1996-03-07,6.07,5.4,5.21,0.67,
1996-03-08,6.41,5.73,5.16,0.68,
1996-03-09,6.41,5.73,5.16,0.68,
1996-03-10,6.41,5.73,5.16,0.68,
1996-03-11,6.33,5.71,5.25,0.62,
1996-03-12,6.36,5.78,5.25,0.58,
1996-03-13,6.35,5.73,5.49,0.62,
1996-03-14,6.36,5.7,5.56,0.66,
1996-03-15,6.46,5.87,5.42,0.59,
1996-03-16,6.46,5.87,5.42,0.59,
1996-03-17,6.46,5.87,5.42,0.59,
1996-03-18,6.43,5.89,5.27,0.54,
1996-03-19,6.41,5.85,5.2,0.56,
1996-03-20,6.34,5.76,5.21,0.58,
1996-03-21,6.28,5.72,5.21,0.56,
1996-03-22,6.32,5.74,5.17,0.58,
1996-03-23,6.32,5.74,5.17,0.58,
1996-03-24,6.32,5.74,5.17,0.58,
1996-03-25,6.26,5.69,5.29,0.57,
1996-03-26,6.25,5.72,5.23,0.53,
1996-03-27,6.34,5.81,5.29,0.53,
1996-03-28,6.41,5.88,5.31,0.53,
1996-03-29,6.34,5.79,5.25,0.55,
1996-03-30,6.34,5.79,5.25,0.55,
1996-03-31,6.34,5.79,5.25,0.55,
1996-04-01,6.31,5.79,5.53,0.52,
1996-04-02,6.25,5.74,5.29,0.51,
1996-04-03,6.27,5.77,5.25,0.5,
1996-04-04,6.33,5.83,5.25,0.5,
1996-04-05,6.57,6.09,4.89,0.48,
1996-04-06,6.57,6.09,4.89,0.48,
1996-04-07,6.57,6.09,4.89,0.48,
1996-04-08,6.63,6.11,5.14,0.52,
1996-04-09,6.56,6.06,5.07,0.5,
1996-04-10,6.63,6.1,5.46,0.53,
1996-04-11,6.68,6.12,5.33,0.56,
1996-04-12,6.52,5.96,5.22,0.56,
1996-04-13,6.52,5.96,5.22,0.56,
1996-04-14,6.52,5.96,5.22,0.56,
1996-04-15,6.47,5.93,5.33,0.54,
1996-04-16,6.48,5.91,5.17,0.57,
1996-04-17,6.52,5.96,5.17,0.56,
1996-04-18,6.58,6.02,5.19,0.56,
1996-04-19,6.53,5.95,5.1,0.58,
1996-04-20,6.53,5.95,5.1,0.58,
1996-04-21,6.53,5.95,5.1,0.58,
1996-04-22,6.48,5.92,5.23,0.56,
1996-04-23,6.52,5.93,5.38,0.59,
1996-04-24,6.57,5.95,5.57,0.62,
1996-04-25,6.56,5.99,5.34,0.57,
1996-04-26,6.54,5.92,5.21,0.62,
1996-04-27,6.54,5.92,5.21,0.62,
1996-04-28,6.54,5.92,5.21,0.62,
1996-04-29,6.59,5.98,5.25,0.61,
1996-04-30,6.66,6.03,5.5,0.63,
1996-05-01,6.68,6.03,5.41,0.65,
1996-05-02,6.85,6.16,5.28,0.69,
1996-05-03,6.9,6.2,5.14,0.7,
1996-05-04,6.9,6.2,5.14,0.7,
1996-05-05,6.9,6.2,5.14,0.7,
1996-05-06,6.86,6.15,5.26,0.71,
1996-05-07,6.87,6.2,5.24,0.67,
1996-05-08,6.78,6.15,5.31,0.63,
1996-05-09,6.84,6.14,5.28,0.7,
1996-05-10,6.75,6.04,5.2,0.71,
1996-05-11,6.75,6.04,5.2,0.71,
1996-05-12,6.75,6.04,5.2,0.71,
1996-05-13,6.72,6.06,5.25,0.66,
1996-05-14,6.66,6.01,5.25,0.65,
1996-05-15,6.65,6.01,5.47,0.64,
1996-05-16,6.7,6.08,5.24,0.62,
1996-05-17,6.65,6.04,5.15,0.61,
1996-05-18,6.65,6.04,5.15,0.61,
1996-05-19,6.65,6.04,5.15,0.61,
1996-05-20,6.62,6.02,5.21,0.6,
1996-05-21,6.65,6.03,5.23,0.62,
1996-05-22,6.63,6.03,5.41,0.6,
1996-05-23,6.68,6.05,5.2,0.63,
1996-05-24,6.65,6.03,5.14,0.62,
1996-05-25,6.65,6.03,5.14,0.62,
1996-05-26,6.65,6.03,5.14,0.62,
1996-05-27,6.65,6.03,5.14,0.62,
1996-05-28,6.67,6.05,5.33,0.62,
1996-05-29,6.77,6.16,5.24,0.61,
1996-05-30,6.78,6.18,5.34,0.6,
1996-05-31,6.85,6.27,5.31,0.58,
1996-06-01,6.85,6.27,5.31,0.58,
1996-06-02,6.85,6.27,5.31,0.58,
1996-06-03,6.87,6.26,5.44,0.61,
1996-06-04,6.86,6.24,5.23,0.62,
1996-06-05,6.82,6.24,5.34,0.58,
1996-06-06,6.76,6.16,5.29,0.6,
1996-06-07,6.93,6.4,5.21,0.53,
1996-06-08,6.93,6.4,5.21,0.53,
1996-06-09,6.93,6.4,5.21,0.53,
1996-06-10,6.97,6.4,5.28,0.57,
1996-06-11,6.99,6.37,5.24,0.62,
1996-06-12,7.03,6.39,5.25,0.64,
1996-06-13,7.01,6.36,5.27,0.65,
1996-06-14,6.95,6.29,5.3,0.66,
1996-06-15,6.95,6.29,5.3,0.66,
1996-06-16,6.95,6.29,5.3,0.66,
1996-06-17,6.9,6.27,5.47,0.63,
1996-06-18,6.93,6.28,5.27,0.65,
1996-06-19,6.96,6.31,6.25,0.65,
1996-06-20,6.98,6.38,5.37,0.6,
1996-06-21,6.96,6.35,5.19,0.61,
1996-06-22,6.96,6.35,5.19,0.61,
1996-06-23,6.96,6.35,5.19,0.61,
1996-06-24,6.94,6.32,5.18,0.62,
1996-06-25,6.91,6.3,5.15,0.61,
1996-06-26,6.91,6.3,5.18,0.61,
1996-06-27,6.83,6.21,5.27,0.62,
1996-06-28,6.73,6.11,5.0,0.62,
1996-06-29,6.73,6.11,5.0,0.62,
1996-06-30,6.73,6.11,5.0,0.62,
1996-07-01,6.74,6.15,7.8,0.59,
1996-07-02,6.8,6.22,5.29,0.58,
1996-07-03,6.78,6.2,5.38,0.58,
1996-07-04,6.78,6.2,5.38,0.58,
1996-07-05,7.06,6.44,5.28,0.62,
1996-07-06,7.06,6.44,5.28,0.62,
1996-07-07,7.06,6.44,5.28,0.62,
1996-07-08,7.05,6.43,5.27,0.62,
1996-07-09,7.0,6.41,5.14,0.59,
1996-07-10,6.95,6.34,5.16,0.61,
1996-07-11,6.9,6.28,5.21,0.62,
1996-07-12,6.85,6.26,5.18,0.59,
1996-07-13,6.85,6.26,5.18,0.59,
1996-07-14,6.85,6.26,5.18,0.59,
1996-07-15,6.89,6.32,5.42,0.57,
1996-07-16,6.84,6.23,5.2,0.61,
1996-07-17,6.83,6.23,5.25,0.6,
1996-07-18,6.72,6.16,5.28,0.56,
1996-07-19,6.78,6.18,5.22,0.6,
1996-07-20,6.78,6.18,5.22,0.6,
1996-07-21,6.78,6.18,5.22,0.6,
1996-07-22,6.84,6.23,5.25,0.61,
1996-07-23,6.8,6.23,5.25,0.57,
1996-07-24,6.87,6.26,5.29,0.61,
1996-07-25,6.87,6.28,5.45,0.59,
1996-07-26,6.85,6.25,5.26,0.6,
1996-07-27,6.85,6.25,5.26,0.6,
1996-07-28,6.85,6.25,5.26,0.6,
1996-07-29,6.93,6.32,5.37,0.61,
1996-07-30,6.89,6.3,5.33,0.59,
1996-07-31,6.8,6.22,6.75,0.58,
1996-08-01,6.65,6.08,6.29,0.57,
1996-08-02,6.51,5.91,5.34,0.6,
1996-08-03,6.51,5.91,5.34,0.6,
1996-08-04,6.51,5.91,5.34,0.6,
1996-08-05,6.53,5.93,5.15,0.6,
1996-08-06,6.54,5.93,5.1,0.61,
1996-08-07,6.55,5.97,5.07,0.58,
1996-08-08,6.56,5.97,5.15,0.59,
1996-08-09,6.5,5.93,5.1,0.57,
1996-08-10,6.5,5.93,5.1,0.57,
1996-08-11,6.5,5.93,5.1,0.57,
1996-08-12,6.49,5.92,5.17,0.57,
1996-08-13,6.57,5.97,4.89,0.6,
1996-08-14,6.58,5.97,5.22,0.61,
1996-08-15,6.62,6.0,5.48,0.62,
1996-08-16,6.56,5.95,5.15,0.61,
1996-08-17,6.56,5.95,5.15,0.61,
1996-08-18,6.56,5.95,5.15,0.61,
1996-08-19,6.59,5.97,5.17,0.62,
1996-08-20,6.59,5.97,5.08,0.62,
1996-08-21,6.61,5.99,5.09,0.62,
1996-08-22,6.62,6.0,5.17,0.62,
1996-08-23,6.72,6.09,5.22,0.63,
1996-08-24,6.72,6.09,5.22,0.63,
1996-08-25,6.72,6.09,5.22,0.63,
1996-08-26,6.8,6.18,5.28,0.62,
1996-08-27,6.78,6.17,5.13,0.61,
1996-08-28,6.79,6.17,5.24,0.62,
1996-08-29,6.86,6.23,5.24,0.63,
1996-08-30,6.96,6.34,5.28,0.62,
1996-08-31,6.96,6.34,5.28,0.62,
1996-09-01,6.96,6.34,5.28,0.62,
1996-09-02,6.96,6.34,5.28,0.62,
1996-09-03,6.92,6.35,6.01,0.57,
1996-09-04,6.94,6.38,5.35,0.56,
1996-09-05,6.98,6.38,5.19,0.6,
1996-09-06,6.94,6.33,5.13,0.61,
1996-09-07,6.94,6.33,5.13,0.61,
1996-09-08,6.94,6.33,5.13,0.61,
1996-09-09,6.9,6.32,5.2,0.58,
1996-09-10,6.94,6.34,5.1,0.6,
1996-09-11,6.94,6.34,5.26,0.6,
1996-09-12,6.88,6.27,5.33,0.61,
1996-09-13,6.74,6.1,5.29,0.64,
1996-09-14,6.74,6.1,5.29,0.64,
1996-09-15,6.74,6.1,5.29,0.64,
1996-09-16,6.73,6.14,5.38,0.59,
1996-09-17,6.81,6.22,5.02,0.59,
1996-09-18,6.83,6.26,4.96,0.57,
1996-09-19,6.87,6.29,5.29,0.58,
1996-09-20,6.85,6.26,5.3,0.59,
1996-09-21,6.85,6.26,5.3,0.59,
1996-09-22,6.85,6.26,5.3,0.59,
1996-09-23,6.83,6.24,5.32,0.59,
1996-09-24,6.77,6.16,5.28,0.61,
1996-09-25,6.71,6.08,5.56,0.63,
1996-09-26,6.66,6.05,5.28,0.61,
1996-09-27,6.68,6.07,5.21,0.61,
1996-09-28,6.68,6.07,5.21,0.61,
1996-09-29,6.68,6.07,5.21,0.61,
1996-09-30,6.72,6.1,6.09,0.62,
1996-10-01,6.65,6.03,5.53,0.62,
1996-10-02,6.61,5.98,5.24,0.63,
1996-10-03,6.61,6.0,5.17,0.61,
1996-10-04,6.48,5.85,5.04,0.63,
1996-10-05,6.48,5.85,5.04,0.63,
1996-10-06,6.48,5.85,5.04,0.63,
1996-10-07,6.53,5.89,5.16,0.64,
1996-10-08,6.53,5.9,5.11,0.63,
1996-10-09,6.55,5.96,5.43,0.59,
1996-10-10,6.61,6.01,5.29,0.6,
1996-10-11,6.55,5.92,5.16,0.63,
1996-10-12,6.55,5.92,5.16,0.63,
1996-10-13,6.55,5.92,5.16,0.63,
1996-10-14,6.55,5.92,5.16,0.63,
1996-10-15,6.56,5.93,5.41,0.63,
1996-10-16,6.57,5.94,5.2,0.63,
1996-10-17,6.51,5.89,5.19,0.62,
1996-10-18,6.5,5.89,5.12,0.61,
1996-10-19,6.5,5.89,5.12,0.61,
1996-10-20,6.5,5.89,5.12,0.61,
1996-10-21,6.52,5.91,5.21,0.61,
1996-10-22,6.56,5.95,5.19,0.61,
1996-10-23,6.56,5.94,5.58,0.62,
1996-10-24,6.57,5.94,5.29,0.63,
1996-10-25,6.54,5.9,5.27,0.64,
1996-10-26,6.54,5.9,5.27,0.64,
1996-10-27,6.54,5.9,5.27,0.64,
1996-10-28,6.56,5.92,5.29,0.64,
1996-10-29,6.4,5.77,5.22,0.63,
1996-10-30,6.4,5.79,5.31,0.61,
1996-10-31,6.37,5.77,5.63,0.6,
1996-11-01,6.38,5.79,5.19,0.59,
1996-11-02,6.38,5.79,5.19,0.59,
1996-11-03,6.38,5.79,5.19,0.59,
1996-11-04,6.36,5.78,5.21,0.58,
1996-11-05,6.28,5.74,5.34,0.54,
1996-11-06,6.3,5.76,5.46,0.54,
1996-11-07,6.26,5.75,5.28,0.51,
1996-11-08,6.29,5.76,5.17,0.53,
1996-11-09,6.29,5.76,5.17,0.53,
1996-11-10,6.29,5.76,5.17,0.53,
1996-11-11,6.29,5.76,5.17,0.53,
1996-11-12,6.19,5.73,5.3,0.46,
1996-11-13,6.2,5.71,5.21,0.49,
1996-11-14,6.15,5.66,5.34,0.49,
1996-11-15,6.19,5.68,5.53,0.51,
1996-11-16,6.19,5.68,5.53,0.51,
1996-11-17,6.19,5.68,5.53,0.51,
1996-11-18,6.2,5.7,5.15,0.5,
1996-11-19,6.17,5.68,5.29,0.49,
1996-11-20,6.14,5.65,5.53,0.49,
1996-11-21,6.15,5.67,5.28,0.48,
1996-11-22,6.15,5.69,5.24,0.46,
1996-11-23,6.15,5.69,5.24,0.46,
1996-11-24,6.15,5.69,5.24,0.46,
1996-11-25,6.13,5.67,5.38,0.46,
1996-11-26,6.13,5.66,5.28,0.47,
1996-11-27,6.14,5.66,5.42,0.48,
1996-11-28,6.14,5.66,5.42,0.48,
1996-11-29,6.06,5.59,5.44,0.47,
1996-11-30,6.06,5.59,5.44,0.47,
1996-12-01,6.06,5.59,5.44,0.47,
1996-12-02,6.08,5.61,5.67,0.47,
1996-12-03,6.06,5.61,5.09,0.45,
1996-12-04,6.11,5.64,6.12,0.47,
1996-12-05,6.22,5.71,5.36,0.51,
1996-12-06,6.26,5.73,5.21,0.53,
1996-12-07,6.26,5.73,5.21,0.53,
1996-12-08,6.26,5.73,5.21,0.53,
1996-12-09,6.21,5.7,5.19,0.51,
1996-12-10,6.23,5.71,5.17,0.52,
1996-12-11,6.38,5.82,5.19,0.56,
1996-12-12,6.4,5.84,5.25,0.56,
1996-12-13,6.33,5.77,5.28,0.56,
1996-12-14,6.33,5.77,5.28,0.56,
1996-12-15,6.33,5.77,5.28,0.56,
1996-12-16,6.39,5.82,5.56,0.57,
1996-12-17,6.42,5.87,5.38,0.55,
1996-12-18,6.46,5.89,5.6,0.57,
1996-12-19,6.36,5.83,5.29,0.53,
1996-12-20,6.35,5.83,5.15,0.52,
1996-12-21,6.35,5.83,5.15,0.52,
1996-12-22,6.35,5.83,5.15,0.52,
1996-12-23,6.34,5.85,5.26,0.49,
1996-12-24,6.36,5.85,5.14,0.51,
1996-12-25,6.36,5.85,5.14,0.51,
1996-12-26,6.35,5.85,5.26,0.5,
1996-12-27,6.3,5.81,4.77,0.49,
1996-12-28,6.3,5.81,4.77,0.49,
1996-12-29,6.3,5.81,4.77,0.49,
1996-12-30,6.31,5.8,5.53,0.51,
1996-12-31,6.43,5.88,6.26,0.55,
1997-01-01,6.43,5.88,6.26,0.55,
1997-01-02,6.54,5.97,5.79,0.57,
1997-01-03,6.52,5.95,5.17,0.57,
1997-01-04,6.52,5.95,5.17,0.57,
1997-01-05,6.52,5.95,5.17,0.57,
1997-01-06,6.54,5.97,5.26,0.57,
1997-01-07,6.57,5.98,5.2,0.59,
1997-01-08,6.6,6.01,5.2,0.59,
1997-01-09,6.52,5.94,5.25,0.58,
1997-01-10,6.63,6.06,5.17,0.57,
1997-01-11,6.63,6.06,5.17,0.57,
1997-01-12,6.63,6.06,5.17,0.57,
1997-01-13,6.63,6.07,5.24,0.56,
1997-01-14,6.53,5.98,5.14,0.55,
1997-01-15,6.53,5.98,5.22,0.55,
1997-01-16,6.57,6.0,5.26,0.57,
1997-01-17,6.56,6.0,5.14,0.56,
1997-01-18,6.56,6.0,5.14,0.56,
1997-01-19,6.56,6.0,5.14,0.56,
1997-01-20,6.56,6.0,5.14,0.56,
1997-01-21,6.52,5.99,5.33,0.53,
1997-01-22,6.56,6.0,5.21,0.56,
1997-01-23,6.6,6.06,5.24,0.54,
1997-01-24,6.64,6.07,5.13,0.57,
1997-01-25,6.64,6.07,5.13,0.57,
1997-01-26,6.64,6.07,5.13,0.57,
1997-01-27,6.69,6.11,5.33,0.58,
1997-01-28,6.64,6.04,5.27,0.6,
1997-01-29,6.63,6.04,5.05,0.59,
1997-01-30,6.61,6.01,5.3,0.6,
1997-01-31,6.53,5.94,5.37,0.59,
1997-02-01,6.53,5.94,5.37,0.59,
1997-02-02,6.53,5.94,5.37,0.59,
1997-02-03,6.47,5.89,5.36,0.58,
1997-02-04,6.45,5.88,5.18,0.57,
1997-02-05,6.47,5.91,5.17,0.56,
1997-02-06,6.49,5.91,5.22,0.58,
1997-02-07,6.43,5.86,5.08,0.57,
1997-02-08,6.43,5.86,5.08,0.57,
1997-02-09,6.43,5.86,5.08,0.57,
1997-02-10,6.43,5.87,5.18,0.56,
1997-02-11,6.43,5.88,5.07,0.55,
1997-02-12,6.39,5.9,4.63,0.49,
1997-02-13,6.32,5.83,5.19,0.49,
1997-02-14,6.28,5.79,5.15,0.49,
1997-02-15,6.28,5.79,5.15,0.49,
1997-02-16,6.28,5.79,5.15,0.49,
1997-02-17,6.28,5.79,5.15,0.49,
1997-02-18,6.28,5.8,5.55,0.48,
1997-02-19,6.3,5.82,5.19,0.48,
1997-02-20,6.38,5.85,5.15,0.53,
1997-02-21,6.36,5.85,5.08,0.51,
1997-02-22,6.36,5.85,5.08,0.51,
1997-02-23,6.36,5.85,5.08,0.51,
1997-02-24,6.39,5.89,5.22,0.5,
1997-02-25,6.4,5.9,5.28,0.5,
1997-02-26,6.56,6.06,5.2,0.5,
1997-02-27,6.58,6.09,5.29,0.49,
1997-02-28,6.56,6.09,5.5,0.47,
1997-03-01,6.56,6.09,5.5,0.47,
1997-03-02,6.56,6.09,5.5,0.47,
1997-03-03,6.58,6.11,5.4,0.47,
1997-03-04,6.6,6.11,5.16,0.49,
1997-03-05,6.6,6.13,5.15,0.47,
1997-03-06,6.62,6.15,5.22,0.47,
1997-03-07,6.57,6.1,5.21,0.47,
1997-03-08,6.57,6.1,5.21,0.47,
1997-03-09,6.57,6.1,5.21,0.47,
1997-03-10,6.56,6.1,5.24,0.46,
1997-03-11,6.57,6.09,5.21,0.48,
1997-03-12,6.6,6.12,5.01,0.48,
1997-03-13,6.72,6.21,5.21,0.51,
1997-03-14,6.71,6.18,5.15,0.53,
1997-03-15,6.71,6.18,5.15,0.53,
1997-03-16,6.71,6.18,5.15,0.53,
1997-03-17,6.72,6.22,5.39,0.5,
1997-03-18,6.72,6.22,5.42,0.5,
1997-03-19,6.74,6.24,5.36,0.5,
1997-03-20,6.75,6.27,5.32,0.48,
1997-03-21,6.74,6.29,5.28,0.45,
1997-03-22,6.74,6.29,5.28,0.45,
1997-03-23,6.74,6.29,5.28,0.45,
1997-03-24,6.72,6.29,5.47,0.43,
1997-03-25,6.75,6.33,5.57,0.42,
1997-03-26,6.8,6.38,5.61,0.42,
1997-03-27,6.9,6.45,5.68,0.45,
1997-03-28,6.9,6.45,5.52,0.45,
1997-03-29,6.9,6.45,5.52,0.45,
1997-03-30,6.9,6.45,5.52,0.45,
1997-03-31,6.92,6.45,7.07,0.47,
1997-04-01,6.9,6.42,6.18,0.48,
1997-04-02,6.88,6.42,5.5,0.46,
1997-04-03,6.86,6.4,5.52,0.46,
1997-04-04,6.92,6.44,5.32,0.48,
1997-04-05,6.92,6.44,5.32,0.48,
1997-04-06,6.92,6.44,5.32,0.48,
1997-04-07,6.87,6.41,5.43,0.46,
1997-04-08,6.91,6.44,5.34,0.47,
1997-04-09,6.91,6.44,5.31,0.47,
1997-04-10,6.91,6.46,5.51,0.45,
1997-04-11,6.98,6.53,5.4,0.45,
1997-04-12,6.98,6.53,5.4,0.45,
1997-04-13,6.98,6.53,5.4,0.45,
1997-04-14,6.98,6.54,5.49,0.44,
1997-04-15,6.88,6.45,5.61,0.43,
1997-04-16,6.9,6.49,5.56,0.41,
1997-04-17,6.86,6.44,5.49,0.42,
1997-04-18,6.84,6.42,5.35,0.42,
1997-04-19,6.84,6.42,5.35,0.42,
1997-04-20,6.84,6.42,5.35,0.42,
1997-04-21,6.87,6.46,5.34,0.41,
1997-04-22,6.84,6.43,5.5,0.41,
1997-04-23,6.89,6.47,5.95,0.42,
1997-04-24,6.93,6.52,5.62,0.41,
1997-04-25,6.94,6.54,5.53,0.4,
1997-04-26,6.94,6.54,5.53,0.4,
1997-04-27,6.94,6.54,5.53,0.4,
1997-04-28,6.92,6.51,5.72,0.41,
1997-04-29,6.77,6.34,5.53,0.43,
1997-04-30,6.72,6.29,5.82,0.43,
1997-05-01,6.69,6.27,5.73,0.42,
1997-05-02,6.68,6.26,5.47,0.42,
1997-05-03,6.68,6.26,5.47,0.42,
1997-05-04,6.68,6.26,5.47,0.42,
1997-05-05,6.67,6.28,5.49,0.39,
1997-05-06,6.67,6.29,5.5,0.38,
1997-05-07,6.76,6.36,5.7,0.4,
1997-05-08,6.72,6.33,5.66,0.39,
1997-05-09,6.67,6.24,5.46,0.43,
1997-05-10,6.67,6.24,5.46,0.43,
1997-05-11,6.67,6.24,5.46,0.43,
1997-05-12,6.65,6.23,5.49,0.42,
1997-05-13,6.71,6.3,5.42,0.41,
1997-05-14,6.68,6.26,5.45,0.42,
1997-05-15,6.67,6.25,5.71,0.42,
1997-05-16,6.7,6.28,5.44,0.42,
1997-05-17,6.7,6.28,5.44,0.42,
1997-05-18,6.7,6.28,5.44,0.42,
1997-05-19,6.71,6.28,5.55,0.43,
1997-05-20,6.7,6.25,5.51,0.45,
1997-05-21,6.74,6.25,5.56,0.49,
1997-05-22,6.76,6.27,5.48,0.49,
1997-05-23,6.74,6.25,5.36,0.49,
1997-05-24,6.74,6.25,5.36,0.49,
1997-05-25,6.74,6.25,5.36,0.49,
1997-05-26,6.74,6.25,5.36,0.49,
1997-05-27,6.79,6.3,5.59,0.49,
1997-05-28,6.8,6.34,5.52,0.46,
1997-05-29,6.75,6.3,5.56,0.45,
1997-05-30,6.67,6.22,5.58,0.45,
1997-05-31,6.67,6.22,5.58,0.45,
1997-06-01,6.67,6.22,5.58,0.45,
1997-06-02,6.66,6.23,5.63,0.43,
1997-06-03,6.63,6.2,5.42,0.43,
1997-06-04,6.62,6.2,5.4,0.42,
1997-06-05,6.62,6.2,5.51,0.42,
1997-06-06,6.51,6.12,5.42,0.39,
1997-06-07,6.51,6.12,5.42,0.39,
1997-06-08,6.51,6.12,5.42,0.39,
1997-06-09,6.55,6.15,5.51,0.4,
1997-06-10,6.57,6.17,5.59,0.4,
1997-06-11,6.56,6.19,5.5,0.37,
1997-06-12,6.48,6.07,5.58,0.41,
1997-06-13,6.43,6.03,5.56,0.4,
1997-06-14,6.43,6.03,5.56,0.4,
1997-06-15,6.43,6.03,5.56,0.4,
1997-06-16,6.4,6.02,6.22,0.38,
1997-06-17,6.43,6.05,5.46,0.38,
1997-06-18,6.4,6.02,5.43,0.38,
1997-06-19,6.4,6.04,5.5,0.36,
1997-06-20,6.37,6.02,5.39,0.35,
1997-06-21,6.37,6.02,5.39,0.35,
1997-06-22,6.37,6.02,5.39,0.35,
1997-06-23,6.4,6.04,5.45,0.36,
1997-06-24,6.42,6.03,5.39,0.39,
1997-06-25,6.45,6.05,5.46,0.4,
1997-06-26,6.5,6.05,5.5,0.45,
1997-06-27,6.46,6.03,5.52,0.43,
1997-06-28,6.46,6.03,5.52,0.43,
1997-06-29,6.46,6.03,5.52,0.43,
1997-06-30,6.51,6.08,6.87,0.43,
1997-07-01,6.45,6.02,6.24,0.43,
1997-07-02,6.42,6.02,5.54,0.4,
1997-07-03,6.31,5.93,5.46,0.38,
1997-07-04,6.31,5.93,5.46,0.38,
1997-07-05,6.31,5.93,5.46,0.38,
1997-07-06,6.31,5.93,5.46,0.38,
1997-07-07,6.27,5.92,5.62,0.35,
1997-07-08,6.27,5.92,5.46,0.35,
1997-07-09,6.25,5.9,5.44,0.35,
1997-07-10,6.26,5.91,5.45,0.35,
1997-07-11,6.23,5.89,5.33,0.34,
1997-07-12,6.23,5.89,5.33,0.34,
1997-07-13,6.23,5.89,5.33,0.34,
1997-07-14,6.26,5.94,5.5,0.32,
1997-07-15,6.26,5.92,5.47,0.34,
1997-07-16,6.2,5.87,5.64,0.33,
1997-07-17,6.19,5.87,5.49,0.32,
1997-07-18,6.24,5.91,5.37,0.33,
1997-07-19,6.24,5.91,5.37,0.33,
1997-07-20,6.24,5.91,5.37,0.33,
1997-07-21,6.27,5.94,5.5,0.33,
1997-07-22,6.15,5.9,5.44,0.25,
1997-07-23,6.14,5.85,5.48,0.29,
1997-07-24,6.16,5.87,5.57,0.29,
1997-07-25,6.18,5.87,5.51,0.31,
1997-07-26,6.18,5.87,5.51,0.31,
1997-07-27,6.18,5.87,5.51,0.31,
1997-07-28,6.16,5.86,5.59,0.3,
1997-07-29,6.11,5.79,5.52,0.32,
1997-07-30,6.05,5.76,5.78,0.29,
1997-07-31,6.02,5.74,5.96,0.28,
1997-08-01,6.2,5.89,5.65,0.31,
1997-08-02,6.2,5.89,5.65,0.31,
1997-08-03,6.2,5.89,5.65,0.31,
1997-08-04,6.23,5.91,5.53,0.32,
1997-08-05,6.23,5.93,5.48,0.3,
1997-08-06,6.21,5.91,5.45,0.3,
1997-08-07,6.24,5.93,5.48,0.31,
1997-08-08,6.38,6.02,5.34,0.36,
1997-08-09,6.38,6.02,5.34,0.36,
1997-08-10,6.38,6.02,5.34,0.36,
1997-08-11,6.36,5.99,5.56,0.37,
1997-08-12,6.39,6.0,5.52,0.39,
1997-08-13,6.36,5.95,5.56,0.41,
1997-08-14,6.27,5.92,5.63,0.35,
1997-08-15,6.27,5.87,5.59,0.4,
1997-08-16,6.27,5.87,5.59,0.4,
1997-08-17,6.27,5.87,5.59,0.4,
1997-08-18,6.21,5.82,5.49,0.39,
1997-08-19,6.21,5.85,5.47,0.36,
1997-08-20,6.24,5.88,5.8,0.36,
1997-08-21,6.3,5.95,5.64,0.35,
1997-08-22,6.38,5.98,5.49,0.4,
1997-08-23,6.38,5.98,5.49,0.4,
1997-08-24,6.38,5.98,5.49,0.4,
1997-08-25,6.39,6.01,5.65,0.38,
