date,DGS1MO,DGS3MO,DGS2,DGS10,DGS30,DFF,T10Y2Y
2013-12-15,0.02,0.07,0.34,2.88,3.88,0.08,2.54
2013-12-16,0.02,0.07,0.34,2.89,3.9,0.09,2.55
2013-12-17,0.02,0.07,0.34,2.85,3.88,0.09,2.51
2013-12-18,0.01,0.07,0.32,2.89,3.9,0.09,2.57
2013-12-19,0.01,0.06,0.35,2.94,3.91,0.09,2.59
2013-12-20,0.02,0.07,0.37,2.89,3.82,0.09,2.52
2013-12-21,0.02,0.07,0.37,2.89,3.82,0.09,2.52
2013-12-22,0.02,0.07,0.37,2.89,3.82,0.09,2.52
2013-12-23,0.01,0.07,0.38,2.94,3.85,0.09,2.56
2013-12-24,0.01,0.07,0.38,2.99,3.9,0.08,2.61
2013-12-25,0.01,0.07,0.38,2.99,3.9,0.08,2.61
2013-12-26,0.0,0.07,0.42,3.0,3.92,0.08,2.58
2013-12-27,0.01,0.07,0.4,3.02,3.94,0.08,2.62
2013-12-28,0.01,0.07,0.4,3.02,3.94,0.08,2.62
2013-12-29,0.01,0.07,0.4,3.02,3.94,0.08,2.62
2013-12-30,0.01,0.07,0.39,2.99,3.9,0.08,2.6
2013-12-31,0.01,0.07,0.38,3.04,3.96,0.07,2.66
2014-01-01,0.01,0.07,0.38,3.04,3.96,0.07,2.66
2014-01-02,0.01,0.07,0.39,3.0,3.92,0.08,2.61
2014-01-03,0.02,0.07,0.41,3.01,3.93,0.08,2.6
2014-01-04,0.02,0.07,0.41,3.01,3.93,0.08,2.6
2014-01-05,0.02,0.07,0.41,3.01,3.93,0.08,2.6
2014-01-06,0.01,0.05,0.4,2.98,3.9,0.08,2.58
2014-01-07,0.01,0.04,0.4,2.96,3.88,0.07,2.56
2014-01-08,0.0,0.05,0.43,3.01,3.9,0.07,2.58
2014-01-09,0.01,0.04,0.44,2.97,3.88,0.07,2.53
2014-01-10,0.01,0.05,0.39,2.88,3.8,0.07,2.49
2014-01-11,0.01,0.05,0.39,2.88,3.8,0.07,2.49
2014-01-12,0.01,0.05,0.39,2.88,3.8,0.07,2.49
2014-01-13,0.0,0.03,0.39,2.84,3.77,0.07,2.45
2014-01-14,0.0,0.04,0.39,2.88,3.8,0.07,2.49
2014-01-15,0.01,0.04,0.41,2.9,3.81,0.07,2.49
2014-01-16,0.01,0.04,0.41,2.86,3.77,0.07,2.45
2014-01-17,0.01,0.05,0.4,2.84,3.75,0.07,2.44
2014-01-18,0.01,0.05,0.4,2.84,3.75,0.07,2.44
2014-01-19,0.01,0.05,0.4,2.84,3.75,0.07,2.44
2014-01-20,0.01,0.05,0.4,2.84,3.75,0.07,2.44
2014-01-21,0.01,0.04,0.4,2.85,3.74,0.07,2.45
2014-01-22,0.0,0.04,0.44,2.87,3.75,0.07,2.43
2014-01-23,0.01,0.04,0.39,2.79,3.68,0.07,2.4
2014-01-24,0.04,0.04,0.37,2.75,3.64,0.07,2.38
2014-01-25,0.04,0.04,0.37,2.75,3.64,0.07,2.38
2014-01-26,0.04,0.04,0.37,2.75,3.64,0.07,2.38
2014-01-27,0.04,0.05,0.37,2.78,3.67,0.07,2.41
2014-01-28,0.05,0.05,0.38,2.77,3.68,0.07,2.39
2014-01-29,0.04,0.04,0.36,2.69,3.62,0.07,2.33
2014-01-30,0.04,0.02,0.36,2.72,3.65,0.07,2.36
2014-01-31,0.03,0.02,0.34,2.67,3.61,0.07,2.33
2014-02-01,0.03,0.02,0.34,2.67,3.61,0.07,2.33
2014-02-02,0.03,0.02,0.34,2.67,3.61,0.07,2.33
2014-02-03,0.04,0.05,0.3,2.61,3.55,0.07,2.31
2014-02-04,0.12,0.06,0.31,2.64,3.59,0.07,2.33
2014-02-05,0.13,0.07,0.32,2.7,3.66,0.07,2.38
2014-02-06,0.07,0.07,0.33,2.73,3.67,0.07,2.4
2014-02-07,0.1,0.08,0.3,2.71,3.67,0.06,2.41
2014-02-08,0.1,0.08,0.3,2.71,3.67,0.06,2.41
2014-02-09,0.1,0.08,0.3,2.71,3.67,0.06,2.41
2014-02-10,0.07,0.07,0.32,2.7,3.66,0.07,2.38
2014-02-11,0.05,0.05,0.35,2.75,3.69,0.06,2.4
2014-02-12,0.01,0.05,0.35,2.8,3.72,0.07,2.45
2014-02-13,0.01,0.03,0.32,2.73,3.7,0.06,2.41
2014-02-14,0.01,0.02,0.32,2.75,3.69,0.06,2.43
2014-02-15,0.01,0.02,0.32,2.75,3.69,0.06,2.43
2014-02-16,0.01,0.02,0.32,2.75,3.69,0.06,2.43
2014-02-17,0.01,0.02,0.32,2.75,3.69,0.06,2.43
2014-02-18,0.02,0.05,0.31,2.71,3.68,0.07,2.4
2014-02-19,0.04,0.06,0.33,2.73,3.71,0.07,2.4
2014-02-20,0.02,0.05,0.34,2.76,3.73,0.07,2.42
2014-02-21,0.02,0.05,0.33,2.73,3.69,0.07,2.4
2014-02-22,0.02,0.05,0.33,2.73,3.69,0.07,2.4
2014-02-23,0.02,0.05,0.33,2.73,3.69,0.07,2.4
2014-02-24,0.02,0.05,0.35,2.75,3.7,0.07,2.4
2014-02-25,0.04,0.05,0.34,2.7,3.66,0.07,2.36
2014-02-26,0.04,0.05,0.33,2.67,3.63,0.07,2.34
2014-02-27,0.04,0.04,0.33,2.65,3.6,0.07,2.32
2014-02-28,0.04,0.05,0.33,2.66,3.59,0.06,2.33
2014-03-01,0.04,0.05,0.33,2.66,3.59,0.06,2.33
2014-03-02,0.04,0.05,0.33,2.66,3.59,0.06,2.33
2014-03-03,0.04,0.05,0.32,2.6,3.55,0.07,2.28
2014-03-04,0.06,0.05,0.33,2.7,3.64,0.07,2.37
2014-03-05,0.06,0.06,0.33,2.7,3.64,0.08,2.37
2014-03-06,0.06,0.05,0.37,2.74,3.68,0.08,2.37
2014-03-07,0.06,0.06,0.38,2.8,3.72,0.08,2.42
2014-03-08,0.06,0.06,0.38,2.8,3.72,0.08,2.42
2014-03-09,0.06,0.06,0.38,2.8,3.72,0.08,2.42
2014-03-10,0.05,0.05,0.37,2.79,3.73,0.08,2.42
2014-03-11,0.06,0.05,0.37,2.77,3.7,0.08,2.4
2014-03-12,0.05,0.05,0.37,2.73,3.66,0.08,2.36
2014-03-13,0.06,0.05,0.34,2.66,3.6,0.08,2.32
2014-03-14,0.05,0.05,0.36,2.65,3.59,0.08,2.29
2014-03-15,0.05,0.05,0.36,2.65,3.59,0.08,2.29
2014-03-16,0.05,0.05,0.36,2.65,3.59,0.08,2.29
2014-03-17,0.05,0.06,0.38,2.7,3.63,0.08,2.32
2014-03-18,0.07,0.05,0.36,2.68,3.62,0.08,2.32
2014-03-19,0.07,0.06,0.47,2.78,3.66,0.08,2.31
2014-03-20,0.06,0.06,0.45,2.79,3.67,0.08,2.34
2014-03-21,0.05,0.06,0.45,2.75,3.61,0.08,2.3
2014-03-22,0.05,0.06,0.45,2.75,3.61,0.08,2.3
2014-03-23,0.05,0.06,0.45,2.75,3.61,0.08,2.3
2014-03-24,0.05,0.06,0.47,2.74,3.57,0.09,2.27
2014-03-25,0.05,0.05,0.47,2.75,3.59,0.09,2.28
2014-03-26,0.05,0.05,0.45,2.71,3.55,0.08,2.26
2014-03-27,0.02,0.04,0.45,2.69,3.52,0.08,2.24
2014-03-28,0.03,0.04,0.45,2.73,3.55,0.08,2.28
2014-03-29,0.03,0.04,0.45,2.73,3.55,0.08,2.28
2014-03-30,0.03,0.04,0.45,2.73,3.55,0.08,2.28
2014-03-31,0.03,0.05,0.44,2.73,3.56,0.06,2.29
2014-04-01,0.02,0.04,0.44,2.77,3.6,0.08,2.33
2014-04-02,0.02,0.02,0.47,2.82,3.65,0.09,2.35
2014-04-03,0.03,0.02,0.46,2.8,3.62,0.08,2.34
2014-04-04,0.03,0.03,0.43,2.74,3.59,0.08,2.31
2014-04-05,0.03,0.03,0.43,2.74,3.59,0.08,2.31
2014-04-06,0.03,0.03,0.43,2.74,3.59,0.08,2.31
2014-04-07,0.03,0.03,0.41,2.71,3.56,0.09,2.3
2014-04-08,0.04,0.03,0.4,2.69,3.54,0.08,2.29
2014-04-09,0.03,0.04,0.37,2.71,3.57,0.08,2.34
2014-04-10,0.03,0.04,0.37,2.65,3.52,0.08,2.28
2014-04-11,0.04,0.04,0.37,2.63,3.48,0.09,2.26
2014-04-12,0.04,0.04,0.37,2.63,3.48,0.09,2.26
2014-04-13,0.04,0.04,0.37,2.63,3.48,0.09,2.26
2014-04-14,0.03,0.04,0.37,2.65,3.48,0.09,2.28
2014-04-15,0.03,0.04,0.39,2.64,3.46,0.1,2.25
2014-04-16,0.03,0.04,0.39,2.65,3.45,0.09,2.26
2014-04-17,0.02,0.03,0.43,2.73,3.52,0.09,2.3
2014-04-18,0.02,0.03,0.43,2.73,3.52,0.1,2.3
2014-04-19,0.02,0.03,0.43,2.73,3.52,0.1,2.3
2014-04-20,0.02,0.03,0.43,2.73,3.52,0.1,2.3
2014-04-21,0.02,0.04,0.42,2.73,3.52,0.1,2.31
2014-04-22,0.02,0.03,0.45,2.73,3.5,0.1,2.28
2014-04-23,0.02,0.02,0.43,2.7,3.47,0.1,2.27
2014-04-24,0.0,0.01,0.43,2.7,3.46,0.1,2.27
2014-04-25,0.01,0.03,0.43,2.68,3.45,0.09,2.25
2014-04-26,0.01,0.03,0.43,2.68,3.45,0.09,2.25
2014-04-27,0.01,0.03,0.43,2.68,3.45,0.09,2.25
2014-04-28,0.0,0.03,0.44,2.7,3.47,0.09,2.26
2014-04-29,0.02,0.02,0.44,2.71,3.49,0.1,2.27
2014-04-30,0.02,0.03,0.42,2.67,3.47,0.09,2.25
2014-05-01,0.02,0.03,0.41,2.63,3.41,0.09,2.22
2014-05-02,0.01,0.02,0.42,2.6,3.37,0.09,2.18
2014-05-03,0.01,0.02,0.42,2.6,3.37,0.09,2.18
2014-05-04,0.01,0.02,0.42,2.6,3.37,0.09,2.18
2014-05-05,0.01,0.03,0.43,2.63,3.41,0.09,2.2
2014-05-06,0.03,0.03,0.43,2.61,3.38,0.09,2.18
2014-05-07,0.03,0.03,0.41,2.62,3.4,0.08,2.21
2014-05-08,0.02,0.03,0.4,2.61,3.45,0.08,2.21
2014-05-09,0.02,0.03,0.4,2.62,3.47,0.08,2.22
2014-05-10,0.02,0.03,0.4,2.62,3.47,0.08,2.22
2014-05-11,0.02,0.03,0.4,2.62,3.47,0.08,2.22
2014-05-12,0.02,0.03,0.41,2.66,3.49,0.08,2.25
2014-05-13,0.03,0.03,0.39,2.61,3.45,0.09,2.22
2014-05-14,0.02,0.03,0.39,2.54,3.37,0.08,2.15
2014-05-15,0.01,0.03,0.38,2.5,3.33,0.09,2.12
2014-05-16,0.01,0.03,0.38,2.52,3.34,0.09,2.14
2014-05-17,0.01,0.03,0.38,2.52,3.34,0.09,2.14
2014-05-18,0.01,0.03,0.38,2.52,3.34,0.09,2.14
2014-05-19,0.01,0.03,0.36,2.54,3.39,0.09,2.18
2014-05-20,0.04,0.03,0.35,2.52,3.38,0.09,2.17
2014-05-21,0.04,0.04,0.37,2.54,3.42,0.09,2.17
2014-05-22,0.03,0.03,0.37,2.56,3.43,0.09,2.19
2014-05-23,0.04,0.04,0.37,2.54,3.4,0.09,2.17
2014-05-24,0.04,0.04,0.37,2.54,3.4,0.09,2.17
2014-05-25,0.04,0.04,0.37,2.54,3.4,0.09,2.17
2014-05-26,0.04,0.04,0.37,2.54,3.4,0.09,2.17
2014-05-27,0.03,0.04,0.39,2.52,3.37,0.09,2.13
2014-05-28,0.04,0.04,0.37,2.44,3.29,0.09,2.07
2014-05-29,0.05,0.04,0.37,2.45,3.31,0.09,2.08
2014-05-30,0.05,0.04,0.37,2.48,3.33,0.08,2.11
2014-05-31,0.05,0.04,0.37,2.48,3.33,0.08,2.11
2014-06-01,0.05,0.04,0.37,2.48,3.33,0.08,2.11
2014-06-02,0.04,0.04,0.39,2.54,3.38,0.09,2.15
2014-06-03,0.04,0.04,0.41,2.6,3.43,0.1,2.19
2014-06-04,0.04,0.04,0.41,2.61,3.45,0.09,2.2
2014-06-05,0.03,0.04,0.4,2.59,3.44,0.09,2.19
2014-06-06,0.02,0.04,0.41,2.6,3.44,0.09,2.19
2014-06-07,0.02,0.04,0.41,2.6,3.44,0.09,2.19
2014-06-08,0.02,0.04,0.41,2.6,3.44,0.09,2.19
2014-06-09,0.03,0.04,0.43,2.62,3.45,0.09,2.19
2014-06-10,0.04,0.04,0.45,2.64,3.47,0.09,2.19
2014-06-11,0.03,0.04,0.44,2.65,3.47,0.09,2.21
2014-06-12,0.02,0.04,0.42,2.58,3.41,0.09,2.16
2014-06-13,0.02,0.04,0.45,2.6,3.41,0.1,2.15
2014-06-14,0.02,0.04,0.45,2.6,3.41,0.1,2.15
2014-06-15,0.02,0.04,0.45,2.6,3.41,0.1,2.15
2014-06-16,0.03,0.04,0.49,2.61,3.4,0.1,2.12
2014-06-17,0.03,0.04,0.51,2.66,3.44,0.1,2.15
2014-06-18,0.03,0.03,0.48,2.61,3.43,0.1,2.13
2014-06-19,0.01,0.02,0.48,2.64,3.47,0.1,2.16
2014-06-20,0.01,0.02,0.5,2.63,3.44,0.1,2.13
2014-06-21,0.01,0.02,0.5,2.63,3.44,0.1,2.13
2014-06-22,0.01,0.02,0.5,2.63,3.44,0.1,2.13
2014-06-23,0.02,0.03,0.48,2.63,3.45,0.1,2.15
2014-06-24,0.01,0.03,0.49,2.59,3.41,0.1,2.1
2014-06-25,0.01,0.03,0.48,2.57,3.38,0.1,2.09
2014-06-26,0.01,0.04,0.46,2.53,3.35,0.1,2.07
2014-06-27,0.02,0.03,0.45,2.54,3.36,0.1,2.09
2014-06-28,0.02,0.03,0.45,2.54,3.36,0.1,2.09
2014-06-29,0.02,0.03,0.45,2.54,3.36,0.1,2.09
2014-06-30,0.02,0.04,0.47,2.53,3.34,0.09,2.06
2014-07-01,0.03,0.02,0.47,2.58,3.4,0.1,2.11
2014-07-02,0.02,0.02,0.49,2.64,3.46,0.1,2.15
2014-07-03,0.01,0.01,0.52,2.65,3.47,0.09,2.13
2014-07-04,0.01,0.01,0.52,2.65,3.47,0.09,2.13
2014-07-05,0.01,0.01,0.52,2.65,3.47,0.09,2.13
2014-07-06,0.01,0.01,0.52,2.65,3.47,0.09,2.13
2014-07-07,0.02,0.04,0.52,2.63,3.44,0.1,2.11
2014-07-08,0.02,0.03,0.51,2.58,3.38,0.09,2.07
2014-07-09,0.03,0.03,0.51,2.57,3.37,0.09,2.06
2014-07-10,0.02,0.02,0.46,2.55,3.38,0.09,2.09
2014-07-11,0.02,0.02,0.48,2.53,3.34,0.09,2.05
2014-07-12,0.02,0.02,0.48,2.53,3.34,0.09,2.05
2014-07-13,0.02,0.02,0.48,2.53,3.34,0.09,2.05
2014-07-14,0.02,0.03,0.48,2.55,3.36,0.09,2.07
2014-07-15,0.02,0.02,0.49,2.56,3.37,0.09,2.07
2014-07-16,0.02,0.02,0.5,2.55,3.35,0.09,2.05
2014-07-17,0.02,0.02,0.47,2.47,3.27,0.09,2.0
2014-07-18,0.03,0.02,0.51,2.5,3.29,0.09,1.99
2014-07-19,0.03,0.02,0.51,2.5,3.29,0.09,1.99
2014-07-20,0.03,0.02,0.51,2.5,3.29,0.09,1.99
2014-07-21,0.02,0.03,0.51,2.49,3.26,0.1,1.98
2014-07-22,0.03,0.03,0.49,2.48,3.25,0.09,1.99
2014-07-23,0.03,0.03,0.5,2.48,3.26,0.09,1.98
2014-07-24,0.04,0.03,0.53,2.52,3.3,0.09,1.99
2014-07-25,0.03,0.03,0.53,2.48,3.24,0.09,1.95
2014-07-26,0.03,0.03,0.53,2.48,3.24,0.09,1.95
2014-07-27,0.03,0.03,0.53,2.48,3.24,0.09,1.95
2014-07-28,0.03,0.04,0.54,2.5,3.26,0.09,1.96
2014-07-29,0.03,0.02,0.54,2.47,3.22,0.09,1.93
2014-07-30,0.03,0.04,0.56,2.57,3.31,0.09,2.01
2014-07-31,0.01,0.03,0.53,2.58,3.32,0.08,2.05
2014-08-01,0.01,0.03,0.47,2.52,3.29,0.09,2.05
2014-08-02,0.01,0.03,0.47,2.52,3.29,0.09,2.05
2014-08-03,0.01,0.03,0.47,2.52,3.29,0.09,2.05
2014-08-04,0.02,0.04,0.47,2.51,3.3,0.09,2.04
2014-08-05,0.03,0.03,0.47,2.49,3.28,0.09,2.02
2014-08-06,0.03,0.03,0.48,2.49,3.27,0.09,2.01
2014-08-07,0.03,0.03,0.44,2.43,3.23,0.09,1.99
2014-08-08,0.03,0.03,0.45,2.44,3.23,0.09,1.99
2014-08-09,0.03,0.03,0.45,2.44,3.23,0.09,1.99
2014-08-10,0.03,0.03,0.45,2.44,3.23,0.09,1.99
2014-08-11,0.03,0.04,0.47,2.44,3.24,0.09,1.97
2014-08-12,0.05,0.03,0.45,2.46,3.27,0.09,2.01
2014-08-13,0.04,0.04,0.43,2.43,3.24,0.09,2.0
2014-08-14,0.04,0.04,0.42,2.4,3.2,0.09,1.98
2014-08-15,0.03,0.03,0.42,2.34,3.13,0.09,1.92
2014-08-16,0.03,0.03,0.42,2.34,3.13,0.09,1.92
2014-08-17,0.03,0.03,0.42,2.34,3.13,0.09,1.92
2014-08-18,0.02,0.03,0.44,2.39,3.2,0.09,1.95
2014-08-19,0.04,0.03,0.46,2.4,3.21,0.09,1.94
2014-08-20,0.04,0.04,0.49,2.43,3.22,0.09,1.94
2014-08-21,0.03,0.02,0.49,2.41,3.19,0.09,1.92
2014-08-22,0.04,0.03,0.53,2.4,3.16,0.09,1.87
2014-08-23,0.04,0.03,0.53,2.4,3.16,0.09,1.87
2014-08-24,0.04,0.03,0.53,2.4,3.16,0.09,1.87
2014-08-25,0.02,0.04,0.53,2.39,3.13,0.09,1.86
2014-08-26,0.04,0.03,0.52,2.39,3.15,0.09,1.87
2014-08-27,0.02,0.04,0.51,2.37,3.11,0.09,1.86
2014-08-28,0.02,0.03,0.5,2.34,3.08,0.09,1.84
2014-08-29,0.02,0.03,0.48,2.35,3.09,0.07,1.87
2014-08-30,0.02,0.03,0.48,2.35,3.09,0.07,1.87
2014-08-31,0.02,0.03,0.48,2.35,3.09,0.07,1.87
2014-09-01,0.02,0.03,0.48,2.35,3.09,0.07,1.87
2014-09-02,0.02,0.03,0.53,2.42,3.17,0.09,1.89
2014-09-03,0.02,0.03,0.52,2.41,3.15,0.09,1.89
2014-09-04,0.02,0.03,0.54,2.45,3.21,0.09,1.91
2014-09-05,0.02,0.03,0.52,2.46,3.23,0.09,1.94
2014-09-06,0.02,0.03,0.52,2.46,3.23,0.09,1.94
2014-09-07,0.02,0.03,0.52,2.46,3.23,0.09,1.94
2014-09-08,0.01,0.02,0.54,2.48,3.23,0.09,1.94
2014-09-09,0.01,0.02,0.56,2.5,3.23,0.09,1.94
2014-09-10,0.01,0.02,0.58,2.54,3.26,0.09,1.96
2014-09-11,0.01,0.02,0.58,2.54,3.27,0.09,1.96
2014-09-12,0.01,0.02,0.58,2.62,3.35,0.09,2.04
2014-09-13,0.01,0.02,0.58,2.62,3.35,0.09,2.04
2014-09-14,0.01,0.02,0.58,2.62,3.35,0.09,2.04
2014-09-15,0.01,0.02,0.58,2.6,3.34,0.09,2.02
2014-09-16,0.01,0.02,0.55,2.6,3.36,0.09,2.05
2014-09-17,0.01,0.02,0.59,2.62,3.37,0.09,2.03
2014-09-18,0.01,0.02,0.59,2.63,3.36,0.09,2.04
2014-09-19,0.01,0.02,0.59,2.59,3.29,0.09,2.0
2014-09-20,0.01,0.02,0.59,2.59,3.29,0.09,2.0
2014-09-21,0.01,0.02,0.59,2.59,3.29,0.09,2.0
2014-09-22,0.0,0.01,0.58,2.57,3.28,0.09,1.99
2014-09-23,0.01,0.01,0.57,2.54,3.25,0.09,1.97
2014-09-24,0.01,0.02,0.59,2.57,3.28,0.09,1.98
2014-09-25,0.0,0.01,0.56,2.52,3.22,0.09,1.96
2014-09-26,0.01,0.01,0.59,2.54,3.22,0.09,1.95
2014-09-27,0.01,0.01,0.59,2.54,3.22,0.09,1.95
2014-09-28,0.01,0.01,0.59,2.54,3.22,0.09,1.95
2014-09-29,0.01,0.02,0.58,2.5,3.18,0.08,1.92
2014-09-30,0.02,0.02,0.58,2.52,3.21,0.07,1.94
2014-10-01,0.01,0.02,0.53,2.42,3.12,0.09,1.89
2014-10-02,0.01,0.01,0.53,2.44,3.15,0.09,1.91
2014-10-03,0.01,0.01,0.57,2.45,3.13,0.09,1.88
2014-10-04,0.01,0.01,0.57,2.45,3.13,0.09,1.88
2014-10-05,0.01,0.01,0.57,2.45,3.13,0.09,1.88
2014-10-06,0.01,0.02,0.54,2.43,3.12,0.09,1.89
2014-10-07,0.02,0.02,0.52,2.36,3.06,0.09,1.84
2014-10-08,0.01,0.01,0.46,2.35,3.07,0.09,1.89
2014-10-09,0.02,0.01,0.46,2.34,3.07,0.08,1.88
2014-10-10,0.02,0.01,0.45,2.31,3.03,0.09,1.86
2014-10-11,0.02,0.01,0.45,2.31,3.03,0.09,1.86
2014-10-12,0.02,0.01,0.45,2.31,3.03,0.09,1.86
2014-10-13,0.02,0.01,0.45,2.31,3.03,0.09,1.86
2014-10-14,0.03,0.02,0.39,2.21,2.95,0.09,1.82
2014-10-15,0.02,0.02,0.34,2.15,2.92,0.09,1.81
2014-10-16,0.04,0.03,0.35,2.17,2.94,0.09,1.82
2014-10-17,0.03,0.02,0.39,2.22,2.98,0.09,1.83
2014-10-18,0.03,0.02,0.39,2.22,2.98,0.09,1.83
2014-10-19,0.03,0.02,0.39,2.22,2.98,0.09,1.83
2014-10-20,0.03,0.02,0.37,2.2,2.96,0.09,1.83
2014-10-21,0.04,0.02,0.38,2.23,3.0,0.09,1.85
2014-10-22,0.04,0.02,0.41,2.25,3.01,0.09,1.84
2014-10-23,0.02,0.01,0.41,2.29,3.05,0.09,1.88
2014-10-24,0.02,0.01,0.41,2.29,3.05,0.09,1.88
2014-10-25,0.02,0.01,0.41,2.29,3.05,0.09,1.88
2014-10-26,0.02,0.01,0.41,2.29,3.05,0.09,1.88
2014-10-27,0.03,0.02,0.41,2.27,3.04,0.09,1.86
2014-10-28,0.02,0.02,0.42,2.3,3.06,0.09,1.88
2014-10-29,0.01,0.03,0.48,2.34,3.06,0.09,1.86
2014-10-30,0.01,0.01,0.48,2.32,3.04,0.09,1.84
2014-10-31,0.01,0.01,0.5,2.35,3.07,0.07,1.85
2014-11-01,0.01,0.01,0.5,2.35,3.07,0.07,1.85
2014-11-02,0.01,0.01,0.5,2.35,3.07,0.07,1.85
2014-11-03,0.03,0.02,0.52,2.36,3.07,0.09,1.84
2014-11-04,0.04,0.03,0.52,2.35,3.05,0.1,1.83
2014-11-05,0.04,0.03,0.52,2.36,3.06,0.09,1.84
2014-11-06,0.04,0.03,0.54,2.39,3.09,0.09,1.85
2014-11-07,0.04,0.03,0.51,2.32,3.04,0.09,1.81
2014-11-08,0.04,0.03,0.51,2.32,3.04,0.09,1.81
2014-11-09,0.04,0.03,0.51,2.32,3.04,0.09,1.81
2014-11-10,0.04,0.02,0.55,2.38,3.09,0.09,1.83
2014-11-11,0.04,0.02,0.55,2.38,3.09,0.09,1.83
2014-11-12,0.05,0.02,0.55,2.37,3.09,0.09,1.82
2014-11-13,0.05,0.02,0.53,2.35,3.08,0.09,1.82
2014-11-14,0.04,0.02,0.54,2.32,3.04,0.09,1.78
2014-11-15,0.04,0.02,0.54,2.32,3.04,0.09,1.78
2014-11-16,0.04,0.02,0.54,2.32,3.04,0.09,1.78
2014-11-17,0.02,0.03,0.54,2.34,3.06,0.1,1.8
2014-11-18,0.04,0.02,0.53,2.32,3.05,0.11,1.79
2014-11-19,0.04,0.01,0.54,2.36,3.08,0.1,1.82
2014-11-20,0.04,0.02,0.53,2.34,3.05,0.1,1.81
2014-11-21,0.04,0.01,0.53,2.31,3.02,0.1,1.78
2014-11-22,0.04,0.01,0.53,2.31,3.02,0.1,1.78
2014-11-23,0.04,0.01,0.53,2.31,3.02,0.1,1.78
2014-11-24,0.04,0.02,0.53,2.3,3.01,0.1,1.77
2014-11-25,0.06,0.02,0.51,2.27,2.97,0.1,1.76
2014-11-26,0.06,0.02,0.53,2.24,2.95,0.1,1.71
2014-11-27,0.06,0.02,0.53,2.24,2.95,0.1,1.71
2014-11-28,0.04,0.02,0.47,2.18,2.89,0.08,1.71
2014-11-29,0.04,0.02,0.47,2.18,2.89,0.08,1.71
2014-11-30,0.04,0.02,0.47,2.18,2.89,0.08,1.71
2014-12-01,0.01,0.03,0.49,2.22,2.95,0.13,1.73
2014-12-02,0.04,0.03,0.55,2.28,3.0,0.12,1.73
2014-12-03,0.03,0.01,0.57,2.29,2.99,0.12,1.72
2014-12-04,0.03,0.02,0.55,2.25,2.94,0.12,1.7
2014-12-05,0.02,0.02,0.65,2.31,2.97,0.12,1.66
2014-12-06,0.02,0.02,0.65,2.31,2.97,0.12,1.66
2014-12-07,0.02,0.02,0.65,2.31,2.97,0.12,1.66
2014-12-08,0.03,0.03,0.64,2.26,2.9,0.12,1.62
2014-12-09,0.05,0.04,0.64,2.22,2.87,0.12,1.58
2014-12-10,0.05,0.03,0.59,2.18,2.83,0.12,1.59
2014-12-11,0.02,0.03,0.62,2.19,2.84,0.12,1.57
2014-12-12,0.02,0.02,0.56,2.1,2.75,0.12,1.54
2014-12-13,0.02,0.02,0.56,2.1,2.75,0.12,1.54
2014-12-14,0.02,0.02,0.56,2.1,2.75,0.12,1.54
2014-12-15,0.02,0.04,0.6,2.12,2.74,0.11,1.52
2014-12-16,0.03,0.03,0.58,2.07,2.69,0.12,1.49
2014-12-17,0.03,0.03,0.62,2.14,2.74,0.13,1.52
2014-12-18,0.04,0.04,0.67,2.22,2.82,0.13,1.55
2014-12-19,0.01,0.04,0.67,2.17,2.77,0.13,1.5
2014-12-20,0.01,0.04,0.67,2.17,2.77,0.13,1.5
2014-12-21,0.01,0.04,0.67,2.17,2.77,0.13,1.5
2014-12-22,0.01,0.05,0.71,2.17,2.75,0.13,1.46
2014-12-23,0.02,0.03,0.73,2.26,2.85,0.13,1.53
2014-12-24,0.01,0.01,0.73,2.27,2.83,0.13,1.54
2014-12-25,0.01,0.01,0.73,2.27,2.83,0.13,1.54
2014-12-26,0.01,0.01,0.73,2.25,2.81,0.13,1.52
2014-12-27,0.01,0.01,0.73,2.25,2.81,0.13,1.52
2014-12-28,0.01,0.01,0.73,2.25,2.81,0.13,1.52
2014-12-29,0.01,0.03,0.72,2.22,2.78,0.13,1.5
2014-12-30,0.03,0.03,0.69,2.2,2.76,0.13,1.51
2014-12-31,0.03,0.04,0.67,2.17,2.75,0.06,1.5
2015-01-01,0.03,0.04,0.67,2.17,2.75,0.06,1.5
2015-01-02,0.02,0.02,0.66,2.12,2.69,0.12,1.46
2015-01-03,0.02,0.02,0.66,2.12,2.69,0.12,1.46
2015-01-04,0.02,0.02,0.66,2.12,2.69,0.12,1.46
2015-01-05,0.02,0.03,0.68,2.04,2.6,0.12,1.36
2015-01-06,0.02,0.03,0.65,1.97,2.52,0.12,1.32
2015-01-07,0.02,0.03,0.62,1.96,2.52,0.12,1.34
2015-01-08,0.01,0.03,0.62,2.03,2.59,0.12,1.41
2015-01-09,0.02,0.02,0.59,1.98,2.55,0.12,1.39
2015-01-10,0.02,0.02,0.59,1.98,2.55,0.12,1.39
2015-01-11,0.02,0.02,0.59,1.98,2.55,0.12,1.39
2015-01-12,0.02,0.03,0.56,1.92,2.49,0.12,1.36
2015-01-13,0.02,0.03,0.54,1.91,2.49,0.12,1.37
2015-01-14,0.02,0.04,0.51,1.86,2.47,0.12,1.35
2015-01-15,0.03,0.03,0.44,1.77,2.4,0.12,1.33
2015-01-16,0.02,0.03,0.49,1.83,2.44,0.13,1.34
