cusip,issueDate,securityType,securityTerm,auctionDate,auctionDateYear,originalDatedDate,highYield,highDiscountRate,highInvestmentRate,highPrice,averageMedianYield,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,lowYield,lowDiscountRate,lowInvestmentRate,lowPrice,bidToCoverRatio,allocationPercentage,allocationPercentageDecimals,competitiveTendered,competitiveAccepted,noncompetitiveTendered,noncompetitiveAccepted,directBidderTendered,directBidderAccepted,indirectBidderTendered,indirectBidderAccepted,primaryDealerTendered,primaryDealerAccepted,fimaNoncompetitiveTendered,fimaNoncompetitiveAccepted,offeringAmount,totalAccepted,totalTendered,term,tintCusip,tips,frn
91282CKD2,2024-02-29,Note,5-Year,2024-02-26,2024,,4.32,,,99.688225,4.248,,,,4.16,,,,2.41,89.61,2,154266555000.0,63803007500.0,,197040300.0,21031000000.0,12541000000.0,47501555000.0,40532555000.0,85734000000.0,10729452500.0,0.0,0.0,64000000000.0,66768916600.0,157232464100.0,5-Year,,No,
91282CKC4,2024-02-29,Note,7-Year,2024-02-27,2024,,4.327,,,99.539228,4.27,,,,4.217,,,,2.58,59.81,2,108077285000.0,41845698900.0,,154341700.0,13306400000.0,6206400000.0,34634485000.0,29112088900.0,60136400000.0,6527210000.0,0.0,0.0,42000000000.0,43817110700.0,110048696800.0,7-Year,,No,
91282CKE0,2024-03-15,Note,3-Year,2024-03-11,2024,,4.256,,,99.983268,4.207,,,,4.15,,,,2.6,30.57,2,145601615000.0,55785211300.0,,214807300.0,19842000000.0,8677596300.0,48992615000.0,39075615000.0,76767000000.0,8032000000.0,0.0,0.0,56000000000.0,56000018600.0,145816422300.0,3-Year,,No,
91282CKH3,2024-04-01,Note,2-Year,2024-03-25,2024,,4.595,,,99.820388,4.54,,,,4.47,,,,2.62,49.16,2,172161335000.0,65275794600.0,,624234100.0,22577000000.0,13627000000.0,58194335000.0,42926831000.0,91390000000.0,8721963600.0,100000000.0,100000000.0,66000000000.0,66000028700.0,172885569100.0,2-Year,,No,
91282CKG5,2024-04-01,Note,5-Year,2024-03-26,2024,,4.235,,,99.508988,4.188,,,,4.11,,,,2.41,81.56,2,161351345000.0,66825255100.0,,174794600.0,21665000000.0,11236606100.0,55066345000.0,47080593000.0,84620000000.0,8508056000.0,0.0,0.0,67000000000.0,67000049700.0,161526139600.0,5-Year,,No,
91282CKF7,2024-04-01,Note,7-Year,2024-03-27,2024,,4.185,,,99.639057,4.135,,,,4.07,,,,2.61,63.66,2,112285445000.0,42879032000.0,,120968600.0,15290300000.0,7465300000.0,37529745000.0,29899535000.0,59465400000.0,5514197000.0,0.0,0.0,43000000000.0,43000000600.0,112406413600.0,7-Year,,No,
91282CKJ9,2024-04-15,Note,3-Year,2024-04-09,2024,,4.548,,,99.8668,4.489,,,,4.43,,,,2.5,34.81,2,144583805000.0,57734532500.0,,260480700.0,19793000000.0,11793000000.0,42532805000.0,34792805000.0,82258000000.0,11148727500.0,5000000.0,5000000.0,58000000000.0,58956538700.0,145805811200.0,3-Year,,No,
91282CJZ5,2024-04-15,Note,9-Year 10-Month,2024-04-10,2024,2024-02-15T00:00:00,4.56,,,95.590932,4.465,,,,4.4,,,,2.34,54.1,2,91022068000.0,38916968000.0,,83129500.0,11290000000.0,5540000000.0,26802668000.0,24054318000.0,52929400000.0,9322650000.0,0.0,0.0,39000000000.0,39643278400.0,91748378400.0,10-Year,,No,
912810TX6,2024-04-15,Bond,29-Year 10-Month,2024-04-11,2024,2024-02-15T00:00:00,4.671,,,93.249005,4.608,,,,4.56,,,,2.37,58.23,2,52049250000.0,21977492400.0,,22514600.0,7106900000.0,4016900000.0,16309950000.0,14149684500.0,28632400000.0,3810907900.0,0.0,0.0,22000000000.0,22362826900.0,52434584500.0,30-Year,,No,
912810TZ1,2024-04-30,Bond,19-Year 10-Month,2024-04-17,2024,2024-02-15T00:00:00,4.818,,,95.958772,4.77,,,,4.73,,,,2.82,79.31,2,36575960000.0,12921538600.0,,78479200.0,5042000000.0,2094344100.0,13615460000.0,9653246500.0,17918500000.0,1173948000.0,0.0,0.0,13000000000.0,13061977000.0,36716398400.0,20-Year,,No,
91282CKK6,2024-04-30,Note,2-Year,2024-04-23,2024,,4.898,,,99.956684,4.85,,,,4.8,,,,2.66,77.9,2,182416791000.0,67967911000.0,,1032098300.0,22906000000.0,12709500000.0,64983791000.0,45005791000.0,94527000000.0,10252620000.0,0.0,0.0,69000000000.0,69328870200.0,183777750200.0,2-Year,,No,
91282CKP5,2024-04-30,Note,5-Year,2024-04-24,2024,,4.659,,,99.849895,4.591,,,,4.55,,,,2.39,1.93,2,166830270000.0,69773519500.0,,223501200.0,22876000000.0,13426000000.0,54134670000.0,45870989500.0,89819600000.0,10476530000.0,3000000.0,3000000.0,70000000000.0,70333647700.0,167390398200.0,5-Year,,No,
91282CKN0,2024-04-30,Note,7-Year,2024-04-25,2024,,4.716,,,99.462794,4.661,,,,4.61,,,,2.48,35.06,2,109052308000.0,43893603000.0,,106404200.0,15688500000.0,9212500000.0,34255008000.0,28579008000.0,59108800000.0,6102095000.0,0.0,0.0,44000000000.0,44209715500.0,109368420500.0,7-Year,,No,
91282CKR1,2024-05-15,Note,3-Year,2024-05-07,2024,,4.605,,,99.708904,4.55,,,,4.5,,,,2.63,87.59,2,152336134000.0,57695955800.0,,299235900.0,19893000000.0,11311061800.0,48466134000.0,37804224000.0,83977000000.0,8580670000.0,5000000.0,5000000.0,58000000000.0,65290209800.0,159930388000.0,3-Year,,No,
91282CKS9,2024-05-31,Note,2-Year,2024-05-28,2024,,4.917,,,99.92092,4.85,,,,4.74,,,,2.41,78.98,2,165295145000.0,68286045000.0,,710972800.0,26651000000.0,17426000000.0,50446145000.0,39542145000.0,88198000000.0,11317900000.0,3000000.0,3000000.0,69000000000.0,73096387700.0,170105487700.0,2-Year,,No,
91282CKT7,2024-05-31,Note,5-Year,2024-05-28,2024,,4.553,,,99.765369,4.48,,,,4.38,,,,2.3,96.34,2,160504455000.0,69825542200.0,,174484200.0,20233000000.0,10783000000.0,50413255000.0,45411962200.0,89858200000.0,13630580000.0,0.0,0.0,70000000000.0,74155764000.0,164834676800.0,5-Year,,No,
91282CKU4,2024-05-31,Note,7-Year,2024-05-29,2024,,4.65,,,99.852076,4.59,,,,4.52,,,,2.43,65.55,2,106686840000.0,43882727000.0,,117335600.0,13527000000.0,7077000000.0,34260840000.0,29346752000.0,58899000000.0,7458975000.0,0.0,0.0,44000000000.0,46612240400.0,109416353400.0,7-Year,,No,
91282CKV2,2024-06-17,Note,3-Year,2024-06-10,2024,,4.659,,,99.905415,4.59,,,,4.5,,,,2.43,53.41,2,140762030000.0,57646532000.0,,203488400.0,17291000000.0,9166000000.0,45601030000.0,36973827000.0,77870000000.0,11506705000.0,150000000.0,150000000.0,58000000000.0,59876059100.0,142991557100.0,3-Year,,No,
91282CKY6,2024-07-01,Note,2-Year,2024-06-25,2024,,4.706,,,99.847007,4.658,,,,4.5,,,,2.75,53.94,2,188859460000.0,68070367100.0,,629647400.0,24232000000.0,14250437100.0,63415460000.0,44640960000.0,101212000000.0,9178970000.0,300000000.0,300000000.0,69000000000.0,71402712600.0,192191805500.0,2-Year,,No,
91282CKX8,2024-07-01,Note,5-Year,2024-06-26,2024,,4.331,,,99.639266,4.271,,,,4.2,,,,2.35,5.63,2,164565275000.0,69735289700.0,,164722000.0,19769000000.0,12343250000.0,55493275000.0,48059039700.0,89303000000.0,9333000000.0,100000000.0,100000000.0,70000000000.0,72437531400.0,167267516700.0,5-Year,,No,
91282CKW0,2024-07-01,Note,7-Year,2024-06-27,2024,,4.276,,,99.843947,4.219,,,,4.1,,,,2.58,87.68,2,113502710000.0,43926227600.0,,73807400.0,15409000000.0,8115517600.0,37291710000.0,30595710000.0,60802000000.0,5215000000.0,0.0,0.0,44000000000.0,45532190200.0,115108672600.0,7-Year,,No,
91282CKZ3,2024-07-15,Note,3-Year,2024-07-09,2024,,4.399,,,99.933233,4.35,,,,4.3,,,,2.67,78.35,2,154185380000.0,57489880000.0,,260128600.0,22148000000.0,12220717000.0,49248380000.0,36774163000.0,82789000000.0,8495000000.0,250000000.0,250000000.0,58000000000.0,67423503800.0,164119003800.0,3-Year,,No,
91282CKQ3,2024-07-15,Note,9-Year 10-Month,2024-07-10,2024,2024-05-15T00:00:00,4.276,,,100.777903,4.218,,,,4.177,,,,2.58,1.16,2,100357965000.0,38932816800.0,,67262400.0,14595000000.0,8122643400.0,32613365000.0,26320573400.0,53149600000.0,4489600000.0,0.0,0.0,39000000000.0,45336567200.0,106761715400.0,10-Year,,No,
912810UA4,2024-07-15,Bond,29-Year 10-Month,2024-07-11,2024,2024-05-15T00:00:00,4.405,,,103.622071,4.327,,,,4.25,,,,2.3,88.8,2,50550710000.0,21966950000.0,,33053700.0,8402500000.0,5132500000.0,14624210000.0,13347186000.0,27524000000.0,3487264000.0,0.0,0.0,22000000000.0,25574432800.0,54158192800.0,30-Year,,No,
912810UB2,2024-07-31,Bond,19-Year 10-Month,2024-07-17,2024,2024-05-15T00:00:00,4.466,,,102.0625,4.406,,,,3.88,,,,2.68,92.56,2,34850660000.0,12951445600.0,,48564300.0,3880000000.0,1855000000.0,12360660000.0,9998885600.0,18610000000.0,1097560000.0,0.0,0.0,13000000000.0,13716789100.0,35616003500.0,20-Year,,No,
91282CLB5,2024-07-31,Note,2-Year,2024-07-23,2024,,4.434,,,99.888261,4.393,,,,4.0,,,,2.81,37.33,2,193383375000.0,68226981000.0,,673101300.0,23356000000.0,9838656000.0,75002375000.0,52239325000.0,95025000000.0,6149000000.0,100000000.0,100000000.0,69000000000.0,72804526100.0,197960920100.0,2-Year,,No,
91282CLC3,2024-07-31,Note,5-Year,2024-07-24,2024,,4.121,,,99.45827,4.05,,,,3.98,,,,2.4,96.28,2,167766191000.0,69796241000.0,,199781000.0,22667000000.0,13108280000.0,55948191000.0,46937191000.0,89151000000.0,9750770000.0,4000000.0,4000000.0,70000000000.0,73859602700.0,171829552700.0,5-Year,,No,
91282CLD1,2024-07-31,Note,7-Year,2024-07-25,2024,,4.162,,,99.777306,4.111,,,,4.04,,,,2.64,68.69,2,115963095000.0,43919495000.0,,80597700.0,15467500000.0,7359000000.0,40671595000.0,32665495000.0,59824000000.0,3895000000.0,0.0,0.0,44000000000.0,46426114700.0,118469714700.0,7-Year,,No,
91282CLG4,2024-08-15,Note,3-Year,2024-08-06,2024,,3.81,,,99.831417,3.75,,,,2.88,,,,2.55,92.12,2,147718145000.0,57745565000.0,,254449200.0,20279000000.0,11696120000.0,44913145000.0,37183145000.0,82526000000.0,8866300000.0,0.0,0.0,58000000000.0,69030182700.0,159002762700.0,3-Year,,No,
91282CLH2,2024-09-03,Note,2-Year,2024-08-27,2024,,3.874,,,99.763913,3.83,,,,3.5,,,,2.68,51.01,2,183910782000.0,68120579300.0,,624429400.0,23263000000.0,13016500000.0,66125782000.0,46975079300.0,94522000000.0,8129000000.0,255000000.0,255000000.0,69000000000.0,74486516100.0,190276718800.0,2-Year,,No,
91282CLK5,2024-09-03,Note,5-Year,2024-08-28,2024,,3.645,,,99.908942,3.59,,,,2.618,,,,2.41,21.29,2,168501125000.0,69728450200.0,,166608400.0,21145000000.0,11356213700.0,57684125000.0,49187336500.0,89672000000.0,9184900000.0,105000000.0,105000000.0,70000000000.0,75566080600.0,174338755400.0,5-Year,,No,
91282CLJ8,2024-09-03,Note,7-Year,2024-08-29,2024,,3.77,,,99.877512,3.71,,,,3.65,,,,2.5,89.55,2,109823735000.0,43819369000.0,,80666300.0,11000400000.0,4903085000.0,39260335000.0,32903696500.0,59563000000.0,6012587500.0,100000000.0,100000000.0,44000000000.0,47498677700.0,113503043700.0,7-Year,,No,
91282CLL3,2024-09-16,Note,3-Year,2024-09-10,2024,,3.44,,,99.816223,3.403,,,,2.88,,,,2.66,41.38,2,154123830000.0,57711214500.0,,188964200.0,16953000000.0,6524000000.0,58535330000.0,45155539500.0,78635500000.0,6031675000.0,100000000.0,100000000.0,58000000000.0,58554417200.0,154967032700.0,3-Year,,No,
91282CLP4,2024-09-30,Note,2-Year,2024-09-24,2024,,3.52,,,99.9617,3.47,,,,3.4,,,,2.59,94.51,2,177843970000.0,68280226100.0,,365020200.0,22711000000.0,13393939700.0,64002970000.0,46150401400.0,91130000000.0,8735885000.0,355000000.0,355000000.0,69000000000.0,70424647300.0,179988391200.0,2-Year,,No,
91282CLN9,2024-09-30,Note,5-Year,2024-09-25,2024,,3.519,,,99.913582,3.463,,,,3.408,,,,2.38,17.56,2,166733140000.0,69794407700.0,,100702100.0,22716000000.0,12723837700.0,55987140000.0,49072700000.0,88030000000.0,7997870000.0,105000000.0,105000000.0,70000000000.0,71445154300.0,168383886600.0,5-Year,,No,
91282CLM1,2024-09-30,Note,7-Year,2024-09-26,2024,,3.668,,,99.736649,3.608,,,,3.5,,,,2.63,30.8,2,115491565000.0,43841525000.0,,58475300.0,16247300000.0,8880300000.0,39588265000.0,31039905000.0,59656000000.0,3921320000.0,100000000.0,100000000.0,44000000000.0,44908314000.0,116558354000.0,7-Year,,No,
91282CLQ2,2024-10-15,Note,3-Year,2024-10-08,2024,,3.878,,,99.991581,3.82,,,,3.7,,,,2.45,87.39,2,142028100000.0,57802343200.0,,192713200.0,21959000000.0,13852695000.0,40574100000.0,32869545700.0,79495000000.0,11080102500.0,5000000.0,5000000.0,58000000000.0,58796091400.0,143021848200.0,3-Year,,No,
91282CLF6,2024-10-15,Note,9-Year 10-Month,2024-10-09,2024,2024-08-15T00:00:00,4.066,,,98.455673,4.008,,,,2.88,,,,2.48,99.31,2,96702265000.0,38928454500.0,,71548000.0,9197000000.0,3285500000.0,34576265000.0,30221954500.0,52929000000.0,5421000000.0,0.0,0.0,39000000000.0,39535267300.0,97309077800.0,10-Year,,No,
912810UC0,2024-10-15,Bond,29-Year 10-Month,2024-10-10,2024,2024-08-15T00:00:00,4.389,,,97.689969,4.32,,,,2.88,,,,2.5,14.83,2,54873730000.0,21973803500.0,,26200500.0,5780100000.0,1619100000.0,21072630000.0,17683030000.0,28021000000.0,2671673500.0,0.0,0.0,22000000000.0,22301948200.0,55201874700.0,30-Year,,No,
912810UD8,2024-10-31,Bond,19-Year 10-Month,2024-10-23,2024,2024-08-15T00:00:00,4.59,,,93.984213,4.53,,,,3.88,,,,2.59,61.6,2,33618815000.0,12934391000.0,,65617100.0,4632000000.0,2282000000.0,11401815000.0,8779095000.0,17585000000.0,1873296000.0,0.0,0.0,13000000000.0,13219300000.0,33903724000.0,20-Year,,No,
91282CLR0,2024-10-31,Note,5-Year,2024-10-28,2024,,4.138,,,99.941823,4.07,,,,4.0,,,,2.39,25.49,2,167190444000.0,69849599000.0,,150409800.0,16397000000.0,6617000000.0,62178444000.0,53333384000.0,88615000000.0,9899215000.0,0.0,0.0,70000000000.0,71180811500.0,168521656500.0,5-Year,,No,
91282CLS8,2024-10-31,Note,2-Year,2024-10-28,2024,,4.13,,,99.990496,4.07,,,,4.0,,,,2.5,74.07,2,172214220000.0,68468624000.0,,531555300.0,25382000000.0,16322000000.0,54514220000.0,39872239000.0,92318000000.0,12274385000.0,0.0,0.0,69000000000.0,70164113400.0,173909709400.0,2-Year,,No,
91282CLU3,2024-10-31,Note,7-Year,2024-10-29,2024,,4.215,,,99.459318,4.17,,,,4.1,,,,2.74,89.69,2,120358515000.0,43924242300.0,,75758500.0,18162100000.0,9036867500.0,42471415000.0,31608374800.0,59725000000.0,3279000000.0,0.0,0.0,44000000000.0,44742219600.0,121176492300.0,7-Year,,No,
91282CLX7,2024-11-15,Note,3-Year,2024-11-04,2024,,4.152,,,99.924574,4.09,,,,4.0,,,,2.6,26.45,2,150732440000.0,57778891500.0,,221149800.0,13931000000.0,5561000000.0,52947440000.0,40805641500.0,83854000000.0,11412250000.0,0.0,0.0,58000000000.0,72095620100.0,165049168600.0,3-Year,,No,
91282CLY5,2024-12-02,Note,2-Year,2024-11-25,2024,,4.274,,,99.954094,4.235,,,,4.18,,,,2.77,34.7,2,190739377700.0,68278992700.0,,616155900.0,27496000000.0,13089750000.0,67159377700.0,48906242700.0,96084000000.0,6283000000.0,105000000.0,105000000.0,69000000000.0,73693402000.0,196153787000.0,2-Year,,No,
91282CMA6,2024-12-02,Note,5-Year,2024-11-26,2024,,4.197,,,99.678141,4.13,,,,4.04,,,,2.43,58.07,2,169996375000.0,69804438500.0,,190669400.0,27496000000.0,17159250000.0,53334375000.0,44758601000.0,89166000000.0,7886587500.0,5000000.0,5000000.0,70000000000.0,74761379400.0,174953315900.0,5-Year,,No,
91282CLZ2,2024-12-02,Note,7-Year,2024-11-27,2024,,4.183,,,99.650943,4.138,,,,3.88,,,,2.71,70.78,2,119084629000.0,43900455000.0,,99553200.0,18433400000.0,11386300000.0,37257229000.0,28130460000.0,63394000000.0,4383695000.0,0.0,0.0,44000000000.0,46992807400.0,122176981400.0,7-Year,,No,
91282CMB4,2024-12-16,Note,3-Year,2024-12-10,2024,,4.117,,,99.673021,4.068,,,,4.0,,,,2.58,92.0,2,149042770000.0,57552170000.0,,247925300.0,20849000000.0,11919000000.0,47826770000.0,36935370000.0,80367000000.0,8697800000.0,200000000.0,200000000.0,58000000000.0,58415483800.0,149906083800.0,3-Year,,No,
91282CME8,2024-12-31,Note,2-Year,2024-12-23,2024,,4.335,,,99.838827,4.285,,,,4.0,,,,2.73,21.89,2,187706830000.0,68381385400.0,,613634800.0,14630000000.0,4546317900.0,79309830000.0,56132947500.0,93767000000.0,7702120000.0,5000000.0,5000000.0,69000000000.0,69678721900.0,189004166500.0,2-Year,,No,
91282CMD0,2024-12-31,Note,5-Year,2024-12-24,2024,,4.478,,,99.543129,4.425,,,,4.3,,,,2.4,46.89,2,167610170000.0,69737933500.0,,182128600.0,24657000000.0,14125500000.0,54327170000.0,46916098500.0,88626000000.0,8696335000.0,80000000.0,80000000.0,70000000000.0,70688599900.0,168560836400.0,5-Year,,No,
91282CMC2,2024-12-31,Note,7-Year,2024-12-26,2024,,4.532,,,99.809877,4.49,,,,2.888,,,,2.76,90.35,2,121264490000.0,43890161300.0,,110055600.0,11000600000.0,1251151800.0,50510890000.0,38569609500.0,59753000000.0,4069400000.0,0.0,0.0,44000000000.0,44433012100.0,121807340800.0,7-Year,,No,
